pH,SOC,Nitrogen,Potassium,Phosphorus,Sulfur,Boron,Zinc,Sand,Silt,Clay
6.25657,5.30962,0.329798,26.1252,5.0607,4.2357,0.00684098,1.22594,60.0,20.0,16.0
6.0157,3.95636,0.230549,55.3147,2.43742,4.55524,0.00685838,0.737389,65.0,20.0,13.0
6.45881,4.64977,0.203109,40.3797,5.74174,4.31745,0.00688074,1.04895,70.0,16.0,12.0
5.96129,5.47762,0.304535,56.8226,2.74009,5.44797,0.00691647,1.22575,65.0,18.0,15.0
6.24929,3.25002,0.308057,2.92605,7.34662,6.0287,0.00691996,0.698183,67.0,18.0,13.0
6.33672,7.06328,0.287906,40.9048,4.36982,4.13428,0.00692531,1.23359,56.0,18.0,18.0
6.29615,4.01981,0.323962,25.5237,6.74631,4.03851,0.00700229,1.05971,71.0,16.0,13.0
6.08366,3.0945,0.353452,3.21889,7.00861,4.27967,0.00709998,0.627242,67.0,18.0,14.0
6.07668,3.45584,0.277609,15.8731,3.02785,6.56187,0.00716105,0.612459,67.0,16.0,15.0
5.98387,5.67881,0.336752,66.2092,4.15208,4.78109,0.00718733,0.978779,51.0,20.0,25.0
5.60208,4.96064,0.387477,31.1919,5.08712,4.8925,0.00738483,0.869085,63.0,17.0,19.0
6.10254,4.35223,0.37265,45.5021,5.64026,7.29789,0.00748178,0.72311,68.0,16.0,14.0
6.25006,3.63771,0.202107,34.4301,2.00935,5.30915,0.00750529,0.735646,64.0,21.0,15.0
5.35453,4.87284,0.27104,93.5446,1.37719,11.864,0.00751558,1.26243,53.0,21.0,23.0
5.22086,2.77396,0.229411,64.8813,8.29476,3.16416,0.00751913,0.859025,53.0,23.0,21.0
6.10649,3.82713,0.353674,47.3828,2.92431,5.1028,0.00764621,0.786858,67.0,19.0,14.0
5.73527,2.88631,0.252429,41.8612,6.70282,4.61219,0.00777536,0.738601,62.0,20.0,15.0
6.60164,3.97192,0.352637,8.76153,6.27808,5.308,0.00786113,1.09392,64.0,17.0,14.0
5.76669,5.19349,0.266659,47.8032,2.82079,5.30321,0.00793184,0.82771,73.0,16.0,11.0
6.00272,4.88859,0.360334,55.508,2.85795,6.42694,0.00793251,0.719203,66.0,18.0,12.0
6.35955,5.7314,0.398302,43.482,7.38503,3.83728,0.00836344,0.865866,70.0,17.0,13.0
5.78703,5.09482,0.295628,50.5729,4.0784,4.96483,0.00837813,0.747319,55.0,23.0,18.0
6.11953,2.30448,0.162144,49.7197,5.61241,5.1534,0.00842497,0.757498,57.0,21.0,18.0
6.12056,7.35829,0.60658,29.645,8.00676,7.51714,0.00846088,0.977274,59.0,18.0,15.0
5.87741,3.73351,0.24576,55.3147,2.78045,4.12351,0.00846107,0.948009,67.0,16.0,13.0
6.11665,4.44934,0.46453,8.41398,5.97918,4.8991,0.00846471,0.640273,62.0,22.0,14.0
6.19165,9.63033,0.862938,69.862,5.56081,5.99615,0.00860083,1.05507,69.0,14.0,15.0
6.02903,3.57292,0.235833,30.1288,4.62523,3.90619,0.00875046,1.36508,72.0,16.0,11.0
6.19959,5.3315,0.399016,55.3234,3.31522,4.40179,0.00876484,1.12923,67.0,20.0,13.0
6.021,6.60451,0.338281,55.5436,3.56918,4.63785,0.00909116,1.11297,73.0,16.0,11.0
5.69078,4.82525,0.349557,26.8553,3.94379,4.27759,0.00909186,0.85047,55.0,20.0,21.0
5.67143,3.86949,0.320867,91.3979,4.59456,5.1622,0.00930334,1.0829,53.0,22.0,20.0
5.91113,3.12944,0.287083,41.6171,1.98613,5.48409,0.00931358,0.705009,64.0,17.0,14.0
6.83331,3.85167,0.338187,4.74562,6.44822,5.80372,0.00945389,0.689731,69.0,18.0,13.0
5.41879,6.72181,0.443551,121.251,18.9629,6.67168,0.00949122,1.31574,55.0,23.0,19.0
5.86296,6.79706,0.43368,64.5368,4.37794,7.74192,0.00949868,0.86337,63.0,19.0,16.0
6.29708,5.30482,0.25033,55.3147,3.43501,4.43581,0.00970485,0.987121,70.0,17.0,13.0
6.10499,4.91113,0.311996,63.5178,3.39155,6.63695,0.00980836,0.911567,66.0,19.0,14.0
6.31601,4.05914,0.285395,55.9082,4.03134,5.75685,0.00981366,0.882494,66.0,17.0,13.0
