pH,SOC,Nitrogen,Potassium,Phosphorus,Sulfur,Boron,Zinc,Sand,Silt,Clay
6.18166,4.1722,0.364118,65.225,1.83287,4.78056,0.0175269,1.00566,68.0,17.0,14.0
6.71346,6.26804,0.526903,121.385,10.5851,5.60249,0.0175334,0.638421,64.0,19.0,17.0
5.88231,3.17185,0.209962,49.0611,12.4686,4.48618,0.0177872,1.19445,66.0,19.0,13.0
5.89005,9.74165,0.901066,116.967,2.72941,7.29863,0.0178539,0.967,68.0,17.0,14.0
5.76212,3.99639,0.189607,66.2483,5.9019,4.31467,0.0178685,1.38125,55.0,20.0,23.0
6.2989,10.6606,0.441598,92.5487,16.9277,6.12432,0.0178738,1.29462,67.0,17.0,15.0
5.11234,5.24432,0.539712,40.3345,4.49453,8.7454,0.0181969,1.00739,66.0,20.0,14.0
6.37378,3.53202,0.293678,9.11034,8.03677,5.39699,0.0181974,0.818332,63.0,20.0,17.0
6.03185,7.59535,0.343217,61.0001,6.56292,6.09075,0.0183674,1.07898,68.0,19.0,13.0
5.92998,7.76545,1.01608,72.3193,4.41285,5.58178,0.0183688,1.73804,65.0,15.0,16.0
5.83179,6.42547,0.599634,65.225,7.56128,6.80708,0.0188377,1.26406,45.0,29.0,24.0
6.17445,4.14744,0.342536,93.6111,4.8234,8.67724,0.0188426,0.99242,70.0,17.0,13.0
6.26459,7.96166,0.595531,93.9659,9.04946,5.38827,0.0188577,1.67557,60.0,17.0,20.0
6.12936,9.84175,0.530796,81.5363,3.58634,5.53598,0.0188807,1.17346,55.0,19.0,21.0
6.21087,6.29759,0.510911,65.6267,4.09838,7.27913,0.0189513,1.31426,50.0,26.0,23.0
5.54967,15.8977,1.18083,137.914,3.63982,5.74864,0.0189532,1.59053,56.0,20.0,21.0
6.43771,3.49087,0.206752,72.3746,3.6688,3.34741,0.0189899,0.872531,58.0,25.0,17.0
6.19413,3.80969,0.316967,12.0717,5.82264,5.88588,0.0190231,0.977405,58.0,20.0,22.0
6.63193,6.89795,0.559553,119.763,16.8514,4.64889,0.0192663,1.09956,71.0,13.0,14.0
5.92949,5.52908,0.402518,68.0772,1.95392,9.0761,0.0192746,1.02859,60.0,22.0,16.0
5.56373,14.282,1.02536,133.455,4.6697,7.05093,0.0192749,1.14,48.0,24.0,26.0
6.10469,2.71328,0.239178,19.3599,6.76861,3.27963,0.0193383,0.627133,60.0,20.0,19.0
5.69966,13.0159,0.910011,63.5178,9.48043,6.05041,0.0193949,2.02953,68.0,17.0,13.0
6.29719,8.00233,0.527501,61.4053,4.20022,8.5619,0.0194088,1.87121,56.0,20.0,22.0
5.45236,5.81844,0.679992,81.2132,2.68364,11.9041,0.0194226,0.832328,70.0,16.0,13.0
5.65972,4.61572,0.352035,71.5596,3.56183,4.99318,0.0195927,0.925997,64.0,21.0,15.0
5.68845,10.4994,0.817586,73.1527,5.71074,4.55047,0.0196246,1.36799,65.0,15.0,16.0
6.4135,2.21519,0.260238,11.1631,2.81334,7.53988,0.0196436,0.578916,59.0,21.0,19.0
6.17406,8.18612,0.424951,92.5448,8.50819,5.54177,0.0197827,1.04608,65.0,18.0,14.0
5.90251,8.0938,0.449749,55.7594,5.9608,6.10334,0.0197897,1.07068,60.0,18.0,15.0
5.92599,7.95145,0.48497,97.6715,2.42404,9.92303,0.0198416,0.961763,56.0,18.0,24.0
6.15696,5.7516,0.367357,92.3137,6.64488,5.29662,0.0199774,1.71376,69.0,13.0,13.0
5.96837,5.31792,0.337647,73.1948,3.81355,5.59011,0.0200357,1.13491,57.0,23.0,19.0
5.59415,15.6131,1.61042,139.884,5.2522,5.48618,0.0200849,1.66959,54.0,21.0,23.0
5.78463,6.20237,0.366833,55.7594,5.52224,6.5153,0.0201671,1.6901,70.0,17.0,12.0
5.86135,6.12248,0.433849,51.3337,5.02117,7.30994,0.0202808,1.17651,56.0,24.0,20.0
6.30379,7.36777,0.222751,79.2838,6.12455,4.13214,0.0203047,1.71562,61.0,18.0,17.0
5.65614,7.20184,0.76723,82.1621,7.33906,10.4006,0.0204022,0.889011,46.0,22.0,30.0
5.53921,10.5801,0.67474,91.7461,3.43014,11.3494,0.0205993,1.02809,63.0,15.0,21.0
6.17886,15.8601,1.14794,121.114,20.5968,5.02442,0.0206956,1.84906,54.0,20.0,19.0
6.27631,7.70595,0.564327,92.5448,6.83332,6.04199,0.0207723,1.62535,60.0,22.0,18.0
5.81413,5.97079,0.51223,56.9004,3.25572,6.47949,0.0207956,0.84962,57.0,21.0,19.0
6.1875,9.16493,0.379143,72.643,2.64348,5.42884,0.0208721,1.09558,66.0,18.0,15.0
5.53437,4.09101,0.370881,97.012,8.67002,5.46081,0.0209808,1.23444,60.0,18.0,18.0
6.11017,7.27532,0.575366,83.2959,3.51764,7.07643,0.0210166,1.41735,55.0,18.0,22.0
6.81031,5.17085,0.311421,65.2153,6.99147,5.20965,0.0210241,0.856197,58.0,23.0,17.0
5.4839,5.95092,0.383687,61.9121,2.64285,6.29436,0.0213659,0.930988,68.0,19.0,13.0
5.31283,6.11241,0.516347,69.7858,4.72984,4.96277,0.0214409,0.970438,58.0,19.0,16.0
6.4041,8.03722,0.595915,71.5596,5.43135,6.0145,0.0214832,1.1636,61.0,22.0,17.0
5.90068,10.5833,1.05725,80.3245,8.94009,7.04358,0.0216185,1.64581,59.0,16.0,20.0
6.23375,5.89605,0.549479,122.188,7.94911,7.14132,0.0217177,1.28254,62.0,18.0,20.0
5.94924,3.96441,0.393907,71.5596,6.31605,5.85246,0.0217756,1.08827,55.0,23.0,17.0
5.75948,5.72115,0.538642,35.7471,6.73997,6.25526,0.0218193,0.737694,55.0,20.0,24.0
6.13457,7.24928,0.456694,75.7467,2.50731,7.70054,0.0218858,0.966308,58.0,23.0,17.0
5.47076,9.33137,0.867253,111.398,2.67547,7.75305,0.0219174,1.25873,50.0,19.0,29.0
5.924,4.54728,0.400795,94.6167,6.89191,6.10458,0.0219604,1.21498,58.0,21.0,21.0
5.23506,7.84872,0.541098,76.2764,1.11415,6.64185,0.0219834,1.31473,57.0,19.0,21.0
5.47369,6.83098,0.417654,92.5448,8.60246,7.15803,0.0220295,1.21188,55.0,18.0,23.0
5.77018,7.7605,0.494306,60.5784,2.45841,6.42593,0.0220795,1.3706,54.0,20.0,23.0
6.45503,4.78175,0.337732,9.6334,5.07618,7.39519,0.0221028,1.21681,57.0,18.0,20.0
6.64168,9.70763,0.666394,63.9247,11.9869,4.93555,0.0222102,1.77592,67.0,19.0,14.0
5.73586,4.90247,0.330219,117.24,6.34916,5.93045,0.0222271,1.06274,57.0,20.0,19.0
6.61406,4.921,0.461423,7.58389,5.13863,4.60267,0.0222482,1.01903,69.0,16.0,14.0
6.57959,4.10808,0.329737,10.8072,6.44317,6.11397,0.0222992,0.550667,68.0,17.0,14.0
6.10838,3.65072,0.379819,112.978,6.51951,6.93615,0.0224133,1.01336,65.0,16.0,19.0
5.33561,5.54806,0.537125,6.47639,4.9277,7.78991,0.0224699,0.773451,57.0,22.0,20.0
5.91047,14.0559,1.09597,171.452,2.15939,10.3006,0.0225233,0.835768,57.0,17.0,22.0
6.04647,7.05872,0.525361,61.9121,5.16368,7.12468,0.0225772,0.996884,58.0,22.0,19.0
5.76413,11.8538,0.994312,109.144,5.03225,6.65997,0.0226205,1.36126,60.0,15.0,16.0
5.42175,13.8752,0.73229,65.3822,8.88852,10.617,0.0226583,1.28264,62.0,20.0,17.0
6.18385,4.61209,0.382374,72.6462,7.65023,5.01868,0.0226942,1.32554,60.0,17.0,19.0
5.37591,6.27634,0.389615,48.2958,7.32872,6.12821,0.0227415,1.27187,54.0,17.0,25.0
6.04,6.83927,0.657999,66.2305,4.23311,4.97239,0.0227639,1.08093,66.0,16.0,16.0
5.55769,8.43259,0.964007,103.869,1.86191,16.1478,0.0227928,1.54664,60.0,18.0,22.0
6.36375,6.95624,0.308059,92.5448,6.45847,4.75918,0.0228027,1.06752,60.0,20.0,18.0
5.88562,6.02112,0.510873,77.7957,6.2782,5.588,0.0228077,1.0888,66.0,16.0,12.0
6.25439,5.7438,0.424852,105.138,8.01932,6.87522,0.0228763,1.16592,70.0,11.0,14.0
5.73459,6.18435,0.410999,75.5641,3.41071,6.15393,0.0229283,1.30013,59.0,16.0,23.0
6.21283,4.29332,0.437455,63.5178,4.32718,4.75431,0.0230069,1.3366,66.0,18.0,14.0
6.13685,8.9394,0.556569,92.6204,2.1931,4.73556,0.0230828,1.23762,69.0,16.0,13.0
5.93396,5.21289,0.448939,39.5219,8.6138,7.15334,0.0231071,0.437683,58.0,20.0,18.0
6.35368,9.22679,0.502009,74.0161,1.93016,8.11659,0.0231125,0.915714,61.0,20.0,18.0
5.53275,5.4471,0.356969,63.5178,1.74626,7.22641,0.0232584,0.802886,53.0,21.0,22.0
6.42672,6.17695,0.393565,49.7505,7.581,5.03188,0.0232729,1.1976,62.0,19.0,16.0
6.03269,6.01994,0.266234,92.2474,8.41518,5.12028,0.0234004,1.41295,62.0,18.0,19.0
6.44103,4.39114,0.49177,9.58778,7.7532,7.43012,0.0234933,0.668115,67.0,16.0,12.0
5.55554,6.72228,0.493992,73.1618,2.08736,6.68259,0.0235173,0.957104,56.0,24.0,20.0
5.37167,4.6217,0.298457,94.0267,7.83004,4.22097,0.0235792,1.05149,54.0,24.0,20.0
5.78938,2.56921,0.198641,116.299,8.79365,4.67972,0.0236076,1.26379,62.0,17.0,20.0
6.38478,5.11603,0.325448,80.0119,4.29764,7.89575,0.0236822,1.47072,55.0,26.0,19.0
5.85442,6.57664,0.446319,115.682,15.0086,4.65301,0.0236988,1.53871,61.0,20.0,17.0
5.57036,6.69742,0.891292,74.0116,4.36529,6.19283,0.0238268,0.960525,62.0,22.0,15.0
6.06172,11.8049,0.770541,79.4916,5.13093,7.63363,0.0238296,2.11039,57.0,19.0,23.0
5.91089,18.5938,1.01359,134.379,4.50491,11.5362,0.0239496,1.52013,58.0,18.0,24.0
5.83785,6.4868,0.397921,72.3193,6.74662,5.87497,0.0240036,1.33828,56.0,24.0,19.0
6.30532,6.19429,0.664133,169.893,10.3433,5.9503,0.0240491,1.02599,58.0,21.0,19.0
6.12203,3.71198,0.268612,73.2597,5.74272,3.83682,0.0240831,0.963615,65.0,19.0,15.0
6.4404,9.74058,0.53565,81.6752,5.75107,4.90514,0.0241397,1.03166,59.0,19.0,18.0
5.96671,7.90934,0.886672,129.933,8.35807,6.71321,0.0241401,1.52666,56.0,23.0,21.0
5.63512,6.13285,0.509674,71.5596,16.3462,5.80583,0.0241476,1.16468,57.0,22.0,21.0
5.96303,9.96851,0.709041,183.257,2.31623,6.60287,0.0241768,1.49128,56.0,21.0,17.0
6.47814,5.97638,0.296342,116.466,3.21359,7.22525,0.0242582,1.42364,57.0,23.0,17.0
5.72637,4.69894,0.370268,93.6111,11.4597,7.09059,0.0243156,1.25723,70.0,14.0,13.0
5.57821,6.00265,0.381291,49.9571,3.26368,6.8254,0.0243335,0.882074,53.0,20.0,26.0
5.85796,5.21535,0.417224,92.3329,7.43663,4.18919,0.0243631,1.36622,49.0,26.0,23.0
6.05978,7.26681,0.352565,80.452,4.01848,5.6269,0.0244713,1.17401,65.0,20.0,12.0
6.00833,6.05217,0.480087,87.6829,3.62746,6.69707,0.0245145,1.03684,53.0,22.0,21.0
6.34117,4.46922,0.286177,68.3857,6.63565,3.54651,0.0245279,1.3998,60.0,18.0,21.0
6.01014,5.86593,0.440543,80.5526,4.39817,6.10692,0.0245826,1.61786,49.0,27.0,21.0
5.78437,7.25727,0.648218,82.8119,6.05539,10.6875,0.0245944,0.970756,57.0,18.0,23.0
6.39806,9.69947,0.723158,102.042,2.55541,7.08364,0.0246126,1.57487,58.0,23.0,19.0
5.51327,8.95797,0.734494,62.174,3.69447,9.46893,0.0247181,1.64272,51.0,24.0,24.0
5.98439,3.60627,0.438778,11.1271,5.3019,4.17451,0.0247642,0.852363,60.0,19.0,19.0
6.38176,6.82187,0.430527,139.484,3.95462,5.98795,0.0248087,1.4552,55.0,24.0,19.0
6.32934,13.48,1.00461,171.05,7.55739,6.84525,0.0249181,1.44279,64.0,15.0,16.0
5.52947,8.24343,0.702802,80.5533,1.7179,10.8214,0.0249263,0.756076,59.0,17.0,22.0
6.07766,5.32427,0.295687,73.2597,4.09725,4.83378,0.0249813,1.10099,57.0,23.0,20.0
5.81805,7.00105,0.512809,121.876,10.1133,4.89893,0.0250233,1.13225,65.0,14.0,16.0
5.31863,4.89813,0.501246,12.5333,3.95646,6.88483,0.0251401,0.821285,50.0,24.0,23.0
5.84904,7.05978,0.222218,55.5755,4.92675,4.7084,0.0252023,1.15575,63.0,19.0,16.0
6.32058,11.4265,0.881413,13.7483,15.4217,11.1979,0.0252612,1.37326,61.0,19.0,15.0
5.82252,13.296,1.06451,65.225,3.69328,6.29519,0.0253294,1.36992,54.0,20.0,22.0
5.85557,6.76644,0.34698,43.5746,6.7854,5.92654,0.0253966,1.13285,64.0,21.0,15.0
5.66746,13.792,0.776705,88.8624,3.3214,9.34408,0.0254697,1.22052,54.0,21.0,25.0
5.75202,5.5403,0.424814,65.6267,2.2969,6.61229,0.0255957,0.992335,61.0,18.0,20.0
5.82204,4.96788,0.292392,112.187,4.88155,8.89983,0.0257787,1.53296,53.0,17.0,22.0
5.78093,9.71775,0.566351,96.8597,2.1669,7.05889,0.0258539,1.22115,56.0,20.0,22.0
5.87824,7.84764,0.641738,94.6986,4.85472,5.00952,0.0258551,1.25792,61.0,16.0,22.0
6.0048,9.23131,0.770722,79.5091,5.71707,5.9095,0.0259033,1.27041,60.0,22.0,17.0
6.10718,6.52311,0.583385,101.322,6.73267,5.93844,0.0260316,1.23342,44.0,29.0,27.0
6.40728,5.55203,0.243005,84.6788,4.79577,5.54639,0.0260455,1.34312,70.0,13.0,13.0
5.68531,7.3316,0.576215,171.723,6.70927,7.20371,0.0263197,1.30539,66.0,18.0,13.0
6.79739,9.2065,0.471762,52.0836,17.354,4.84625,0.0264372,1.12623,64.0,19.0,17.0
5.50371,4.7058,0.557217,10.4681,5.03172,6.40683,0.0265797,0.757222,49.0,23.0,24.0
5.09707,7.80549,0.505058,79.4916,4.24564,8.18511,0.0266347,1.42213,55.0,21.0,21.0
6.27755,5.62149,0.327445,65.6267,2.87619,6.13896,0.0266363,0.795396,67.0,18.0,13.0
5.84714,5.14214,0.434274,68.3862,6.92271,6.3793,0.0267469,1.04208,50.0,21.0,24.0
5.81676,6.09386,0.40758,98.5608,5.3731,6.18929,0.0268292,1.655,72.0,13.0,13.0
6.03031,3.49886,0.25982,52.2655,4.54151,6.62481,0.0269309,1.0827,70.0,15.0,11.0
5.18985,12.6969,0.53327,4.05753,3.23895,7.98604,0.0270279,0.553203,55.0,21.0,24.0
6.47498,7.02748,0.352553,111.519,3.6517,5.42749,0.0270844,1.35967,62.0,18.0,18.0
5.68106,11.1696,0.878757,43.4204,4.91326,6.10038,0.0271084,1.38822,49.0,22.0,26.0
5.69412,7.7735,0.395653,93.3886,3.74647,5.6282,0.0271882,0.772566,51.0,24.0,24.0
6.28924,4.87932,0.384178,35.1989,4.0353,6.52213,0.0272154,0.804594,59.0,19.0,22.0
4.847,15.2119,1.33877,105.109,4.65653,8.78921,0.0272323,2.214,63.0,18.0,18.0
5.93674,9.83562,0.759638,123.35,4.57407,10.0411,0.0273145,1.11141,59.0,17.0,24.0
5.70387,11.7,0.871054,93.3886,7.30028,5.35433,0.0273939,1.6801,60.0,20.0,17.0
5.33884,7.40698,0.590772,95.454,6.18246,7.3748,0.0274509,1.43191,56.0,19.0,23.0
5.39135,14.9952,1.45051,102.851,3.39003,13.1349,0.0274765,1.045,44.0,25.0,28.0
5.62499,4.96061,0.261191,70.8273,6.66675,5.12648,0.0275285,1.09327,61.0,22.0,17.0
5.99092,4.30706,0.245622,72.8297,7.19909,4.58245,0.0275331,1.22642,58.0,21.0,20.0
5.87309,8.84498,0.426636,112.492,2.3015,4.95913,0.0275577,0.974852,53.0,24.0,21.0
6.14705,6.49662,0.367083,62.4946,3.94142,5.65161,0.0276583,1.67264,52.0,25.0,23.0
6.27801,6.80314,0.393075,39.8247,4.65862,7.51863,0.0276709,1.91684,55.0,16.0,24.0
5.56353,5.61842,0.661332,93.0311,2.31324,10.8258,0.0276717,1.38478,55.0,17.0,22.0
6.19577,6.82793,0.367614,79.778,6.88052,5.00006,0.0277258,1.15077,62.0,15.0,22.0
5.87815,6.1693,0.519874,93.0184,5.82433,5.94839,0.0277433,1.30511,59.0,23.0,17.0
5.70424,5.77727,0.276922,74.1603,2.15212,7.51008,0.0277519,0.855837,60.0,21.0,18.0
6.13776,4.10419,0.335232,68.8242,14.221,3.37249,0.0277802,0.926129,66.0,18.0,15.0
5.19995,9.32864,0.813012,128.453,5.76818,7.24523,0.0277956,1.1078,66.0,17.0,12.0
5.8302,9.52825,0.641538,90.0024,3.06858,7.55726,0.0278975,1.67228,62.0,16.0,21.0
6.45093,5.06327,0.326778,70.983,5.88954,4.81148,0.0279094,1.03714,63.0,20.0,16.0
6.3283,8.84296,0.40212,92.3329,5.94321,4.64152,0.0283168,1.10714,63.0,19.0,16.0
5.12644,10.6002,0.962718,139.896,11.8484,13.7128,0.0283872,1.56939,65.0,17.0,16.0
6.16576,5.74625,0.444693,76.6964,14.6379,4.58198,0.0284116,1.45211,70.0,15.0,15.0
6.1674,4.46597,0.354037,147.299,12.2096,5.87171,0.0284875,1.07358,61.0,18.0,20.0
5.4734,7.46445,0.442531,156.273,4.6729,7.58088,0.0285122,1.49956,44.0,28.0,26.0
5.6307,9.41784,0.562858,65.225,7.31621,7.01883,0.0286373,1.84116,49.0,20.0,25.0
5.81633,5.73074,0.418456,93.8956,3.99689,8.25361,0.0286384,0.765792,57.0,16.0,22.0
5.42405,5.88752,0.58897,130.84,4.0058,10.8404,0.0286533,1.04163,51.0,19.0,28.0
5.28827,10.2001,1.11698,19.836,2.62398,11.7487,0.0287081,0.63046,51.0,18.0,27.0
5.57239,8.39401,0.375659,110.298,2.66248,7.2431,0.0287675,1.40162,46.0,24.0,21.0
5.10491,7.11026,0.525816,109.051,4.171,7.65446,0.0287806,1.21084,53.0,17.0,26.0
6.00377,5.0932,0.503514,10.8072,2.75003,6.8695,0.0288686,0.692573,63.0,18.0,18.0
6.09185,6.19818,0.338209,109.383,1.97538,5.70691,0.0291073,0.742188,61.0,19.0,20.0
5.90786,6.34526,0.436611,92.5448,7.36017,6.54467,0.0291164,1.38914,60.0,24.0,16.0
6.0319,7.40298,0.533461,91.471,8.08367,6.97223,0.0291787,1.17785,54.0,23.0,19.0
5.51202,4.93614,0.462514,120.353,6.97222,4.53308,0.0292124,1.5011,57.0,20.0,22.0
6.10285,14.9919,0.797845,60.248,6.22749,6.07392,0.0292213,1.61505,61.0,19.0,15.0
5.60856,9.85964,0.558948,91.9596,3.00897,6.50408,0.0292312,1.10938,56.0,22.0,21.0
6.21358,8.59896,0.597394,68.4276,6.49228,6.67818,0.0292532,0.969999,66.0,18.0,14.0
6.86533,4.59215,0.3643,93.1049,8.27943,4.36156,0.0292717,1.4976,62.0,19.0,18.0
5.70286,8.5635,1.19354,14.1884,5.95267,11.5078,0.0293043,0.96782,68.0,14.0,16.0
5.25895,6.29823,0.723921,15.6239,5.18986,6.68166,0.0293473,1.43444,55.0,23.0,21.0
5.4515,8.25465,0.971249,51.0378,4.88388,8.65051,0.0293692,1.10719,47.0,24.0,26.0
5.65008,8.47189,0.40662,82.0513,3.73082,6.59472,0.0294958,0.883472,64.0,18.0,14.0
6.36889,5.70704,0.572689,90.997,9.71468,6.04882,0.0295295,1.46806,66.0,17.0,17.0
5.51492,7.24923,0.685021,17.6847,4.11215,8.846,0.0295804,1.1851,56.0,19.0,23.0
6.55489,3.85525,0.239343,69.7858,4.40152,3.66918,0.0297595,0.976303,59.0,18.0,19.0
5.919,5.5198,0.300024,50.5481,3.24836,5.17607,0.0297736,1.07183,55.0,18.0,24.0
5.94651,7.7002,0.646256,109.396,6.38862,5.65825,0.0299193,1.46614,61.0,15.0,23.0
5.54952,6.62635,0.464114,105.062,8.89988,11.0998,0.0302074,1.08564,66.0,17.0,15.0
5.96139,7.72914,0.617698,75.7467,5.31902,8.21089,0.0305384,1.19194,56.0,18.0,24.0
6.13621,4.56325,0.355257,116.152,6.23109,4.25048,0.0305824,1.11068,58.0,19.0,21.0
6.0722,6.13914,0.486923,20.9822,3.52034,7.73744,0.0306754,0.672596,59.0,21.0,17.0
5.92323,10.6005,0.808924,72.4513,2.31047,7.76797,0.0308006,0.822539,52.0,17.0,23.0
5.26446,6.59584,0.923503,105.096,6.38268,14.7013,0.0308783,0.823557,52.0,22.0,24.0
5.87837,5.27023,0.378772,91.471,5.63827,5.71377,0.0309894,1.28291,55.0,22.0,22.0
5.81979,8.30004,0.587081,91.3979,8.8346,5.82852,0.0311302,1.29956,60.0,21.0,18.0
5.42518,12.2857,1.32138,122.611,1.23895,9.71337,0.0312551,1.44599,55.0,19.0,23.0
5.80147,14.4421,1.32098,90.4276,7.27047,6.89922,0.0312925,1.529,65.0,16.0,16.0
5.57785,7.95158,0.937379,83.3271,2.09326,7.07995,0.0312936,1.05965,64.0,15.0,15.0
5.77107,5.33998,0.429752,122.008,15.1795,4.94454,0.0313778,1.37616,62.0,19.0,14.0
6.146,8.05906,0.746489,67.4948,3.68897,8.41755,0.0314138,1.19012,54.0,25.0,21.0
5.5268,6.76299,0.721117,32.9504,3.07892,6.11099,0.0314618,0.556208,50.0,22.0,27.0
5.59093,4.7839,0.263672,73.2597,6.92964,4.01637,0.0314785,0.799139,51.0,24.0,23.0
6.24733,7.14443,0.382878,93.5608,3.11526,4.28457,0.0314941,0.922571,55.0,25.0,20.0
6.43465,7.51944,0.391384,80.3245,2.6722,6.70181,0.0318317,1.36587,64.0,19.0,14.0
5.95517,6.1896,0.357167,91.471,8.09203,6.62505,0.0320858,1.06985,56.0,24.0,20.0
5.89657,6.25209,0.502039,96.4494,9.29278,9.42022,0.0321313,1.00906,73.0,12.0,14.0
6.00693,4.90089,0.346628,101.512,6.46397,7.15055,0.0322361,1.59865,64.0,17.0,19.0
5.97098,3.89291,0.426409,40.8487,6.74518,5.67144,0.0324128,0.972564,60.0,19.0,21.0
5.60028,16.2911,1.32292,145.957,1.75342,13.8196,0.0324685,1.23004,57.0,19.0,22.0
5.87631,6.41775,0.329389,75.5641,2.56234,6.90008,0.0326587,0.907369,54.0,25.0,19.0
6.32789,4.21379,0.414165,36.8834,9.57955,4.8071,0.0326764,0.644222,64.0,20.0,15.0
6.48844,3.4423,0.413428,98.4926,15.6701,7.40081,0.0326779,0.87798,69.0,18.0,13.0
6.40723,5.99207,0.427553,92.5448,8.96947,5.4436,0.0327124,1.43961,68.0,18.0,14.0
5.8978,5.03957,0.403041,92.7484,16.3005,5.91131,0.0327254,0.95134,55.0,23.0,18.0
6.12593,6.67617,0.458667,93.9147,2.74645,7.31415,0.0327583,0.998845,54.0,25.0,21.0
6.17016,9.62856,0.951572,129.748,11.705,9.6652,0.0327673,1.66617,67.0,17.0,15.0
5.71701,9.33182,0.473729,106.002,9.6773,7.05919,0.0328551,1.42198,53.0,20.0,20.0
6.01998,4.60885,0.272167,76.0922,3.07173,5.6662,0.0332287,1.60276,70.0,17.0,13.0
5.67994,7.85891,0.537896,81.6234,5.81879,7.54271,0.0333729,1.32128,54.0,24.0,20.0
5.53192,7.14113,0.44494,111.034,4.53676,6.94404,0.0334996,1.09441,63.0,18.0,18.0
5.95656,9.45179,0.626564,61.4053,3.85521,8.38629,0.0335873,1.62325,56.0,23.0,21.0
6.2049,6.98238,0.458793,94.6167,10.2436,4.52919,0.0337014,1.3745,64.0,17.0,19.0
5.91974,2.86773,0.193122,102.347,4.98749,8.23979,0.0337161,1.03037,56.0,21.0,21.0
6.17368,4.38843,0.285875,59.2483,6.72881,3.55602,0.0337977,0.706664,67.0,15.0,12.0
5.93908,13.6449,1.0747,58.6493,7.3526,11.7376,0.0338677,1.46399,49.0,21.0,24.0
5.49763,6.91268,0.702056,16.9236,5.67733,6.42168,0.0338751,1.01826,54.0,18.0,24.0
5.66582,8.49992,0.945474,195.518,19.8254,9.32847,0.0339304,1.31848,59.0,21.0,19.0
6.74807,5.88853,0.378409,63.0499,5.39645,6.01153,0.0340924,1.29476,58.0,16.0,23.0
6.52357,7.05379,0.461712,183.203,5.15262,5.86171,0.0343279,1.48214,63.0,17.0,20.0
6.03411,3.98366,0.21984,72.6605,3.72664,6.23771,0.0343286,1.2847,53.0,22.0,24.0
7.23476,6.49474,0.488809,98.9031,14.3327,5.13942,0.0343683,1.13671,68.0,19.0,13.0
6.05358,12.5818,0.924232,154.266,4.63157,8.20504,0.0343859,1.51913,44.0,26.0,26.0
5.63314,5.0239,0.411107,93.9147,4.70455,4.72279,0.0344412,1.50619,50.0,23.0,25.0
6.21548,6.75226,0.491155,69.4484,3.99617,6.07342,0.0344716,1.16682,65.0,18.0,14.0
5.93998,13.2577,0.865638,63.0499,10.4709,6.77068,0.0345759,2.20966,61.0,18.0,15.0
5.21047,5.48684,0.60144,92.5487,7.24378,7.61107,0.0347892,0.830288,65.0,20.0,15.0
5.98821,10.6817,0.876854,105.062,3.81809,10.3637,0.0347946,1.79013,57.0,16.0,22.0
6.16757,8.80994,0.455332,75.5641,3.03611,6.20761,0.0347974,1.34903,66.0,20.0,13.0
5.94992,9.0525,0.707818,97.4989,13.9433,10.3613,0.0348458,1.3443,67.0,19.0,13.0
5.93759,6.70953,0.291104,98.0795,3.84233,6.63816,0.0349001,1.25307,59.0,23.0,18.0
6.66035,6.53202,0.503478,64.4668,5.26465,6.95392,0.0350737,1.10069,62.0,21.0,15.0
5.40769,7.3778,0.539578,90.9264,4.54383,5.28527,0.0351524,1.46593,62.0,20.0,16.0
6.65018,5.4795,0.513255,11.0602,14.0202,4.72225,0.0353589,0.914459,64.0,20.0,14.0
5.64919,3.83688,0.316577,9.87968,4.12188,6.71481,0.0353638,0.526245,59.0,20.0,19.0
6.25179,9.29451,0.682686,74.0161,2.57297,6.00112,0.0354109,1.6794,73.0,15.0,12.0
6.22657,8.23155,0.563992,91.3979,4.07894,4.49896,0.0354802,1.41131,56.0,24.0,20.0
5.75953,5.88747,0.335837,58.9181,4.35696,4.26812,0.0356759,1.25697,62.0,16.0,22.0
6.2044,11.0468,0.603793,93.3886,4.80391,6.85756,0.0357196,1.51166,51.0,23.0,21.0
6.58006,6.54197,0.494451,93.6812,3.4025,6.3358,0.0358155,1.638,59.0,21.0,18.0
6.41798,5.28704,0.439643,76.6805,11.4257,6.66137,0.0358609,1.09287,73.0,13.0,13.0
5.9713,7.03979,0.649469,88.8784,5.71034,7.27177,0.0359225,1.22705,60.0,22.0,17.0
5.68987,11.3896,0.690981,64.5791,1.76455,11.4927,0.0359252,1.01608,52.0,18.0,24.0
6.17588,7.3978,0.437411,50.3891,3.54301,6.14329,0.0359751,1.05166,59.0,23.0,18.0
6.60461,10.1704,0.500371,92.5487,12.4849,5.02278,0.0359786,1.40378,63.0,18.0,16.0
5.67493,8.0551,0.517512,61.247,1.90125,5.49069,0.0360202,0.937417,59.0,19.0,20.0
6.38362,6.00154,1.63209,106.036,6.49228,5.62078,0.0361215,1.95035,59.0,20.0,17.0
5.67336,10.8483,0.678629,105.8,3.09137,5.45988,0.0361388,1.50563,56.0,20.0,23.0
5.39509,14.3866,1.13322,72.0712,2.52259,7.03176,0.0361584,1.4377,54.0,24.0,20.0
6.14094,7.62096,0.437467,63.5178,7.03916,6.99335,0.0363078,1.24776,55.0,25.0,20.0
6.32988,7.65381,0.524608,96.8597,3.43466,7.18886,0.0365814,1.06906,48.0,24.0,25.0
6.09665,6.11476,0.440927,254.079,2.14134,9.69076,0.0367447,0.652993,56.0,22.0,21.0
