longitude,latitude,Area,Soil group,Land class,Soil type,pH,SOC,Nitrogen,Potassium,Phosphorus,Sulfur,Boron,Zinc,Sand,Silt,Clay,County,Country,State
89.0167,25.8111,Taraganj,Kaunia,Medium high land,unknown,5.4,2.05,0.11,0.06,31.0,8.0,0.34,1.2,33.0,33.0,33.0,তারাগঞ্জ উপজেলা,Bangladesh,Rangpur Division
89.0167,25.8111,Taraganj,Gangachara,Medium high land,unknown,5.3,2.05,0.09,0.09,7.0,9.0,0.28,0.72,33.0,33.0,33.0,তারাগঞ্জ উপজেলা,Bangladesh,Rangpur Division
89.0167,25.8111,Taraganj,Gangachara,Medium high land,unknown,4.9,1.44,0.09,0.14,10.0,11.0,0.44,0.64,33.0,33.0,33.0,তারাগঞ্জ উপজেলা,Bangladesh,Rangpur Division
89.0167,25.8111,Taraganj,Gangachara,Medium high land,unknown,5.2,1.81,0.1,0.12,38.0,14.0,0.43,0.72,33.0,33.0,33.0,তারাগঞ্জ উপজেলা,Bangladesh,Rangpur Division
89.0167,25.8111,Taraganj,Imadpur,Medium high land,unknown,5.6,2.16,0.14,0.14,11.0,20.0,0.21,0.84,33.0,33.0,33.0,তারাগঞ্জ উপজেলা,Bangladesh,Rangpur Division
89.0167,25.8111,Taraganj,Imadpur,Medium high land,unknown,5.6,1.57,0.09,0.08,13.0,11.0,0.24,0.9,33.0,33.0,33.0,তারাগঞ্জ উপজেলা,Bangladesh,Rangpur Division
89.0167,25.8111,Taraganj,Imadpur,Medium high land,unknown,5.1,1.44,0.1,0.13,17.0,13.0,0.34,0.84,33.0,33.0,33.0,তারাগঞ্জ উপজেলা,Bangladesh,Rangpur Division
89.0167,25.8111,Taraganj,Kaunia,Medium high land,unknown,5.4,1.57,0.12,0.13,14.0,13.0,0.49,0.8,33.0,33.0,33.0,তারাগঞ্জ উপজেলা,Bangladesh,Rangpur Division
89.0167,25.8111,Taraganj,Kaunia,Medium high land,unknown,5.2,2.16,0.12,0.11,20.0,10.0,0.25,0.82,33.0,33.0,33.0,তারাগঞ্জ উপজেলা,Bangladesh,Rangpur Division
89.0167,25.8111,Taraganj,Kaunia,Medium high land,unknown,5.2,2.67,0.14,0.15,9.0,26.0,0.6,0.62,33.0,33.0,33.0,তারাগঞ্জ উপজেলা,Bangladesh,Rangpur Division
89.0167,25.8111,Taraganj,Kaunia,Medium high land,unknown,5.4,2.05,0.13,0.15,11.0,17.0,0.29,0.52,33.0,33.0,33.0,তারাগঞ্জ উপজেলা,Bangladesh,Rangpur Division
89.0167,25.8111,Taraganj,Kaunia,Medium high land,unknown,5.4,1.44,0.09,0.09,9.0,13.0,0.29,0.88,33.0,33.0,33.0,তারাগঞ্জ উপজেলা,Bangladesh,Rangpur Division
89.0167,25.8111,Taraganj,Bhimpur,Medium high land,unknown,5.3,2.67,0.15,0.12,22.0,25.0,0.49,0.66,33.0,33.0,33.0,তারাগঞ্জ উপজেলা,Bangladesh,Rangpur Division
89.0167,25.8111,Taraganj,Bhimpur,Medium high land,unknown,5.4,1.93,0.12,0.12,8.0,15.0,0.46,0.62,33.0,33.0,33.0,তারাগঞ্জ উপজেলা,Bangladesh,Rangpur Division
89.0167,25.8111,Taraganj,Bhimpur,Medium high land,unknown,6.0,2.29,0.11,0.09,5.0,12.0,0.24,0.56,33.0,33.0,33.0,তারাগঞ্জ উপজেলা,Bangladesh,Rangpur Division
89.0167,25.8111,Taraganj,Bhimpur,Medium high land,unknown,6.1,1.57,0.1,0.23,6.0,13.0,0.17,0.66,33.0,33.0,33.0,তারাগঞ্জ উপজেলা,Bangladesh,Rangpur Division
89.0167,25.8111,Taraganj,Bhimpur,Medium high land,unknown,5.6,2.67,0.15,0.16,13.0,15.0,0.3,0.78,33.0,33.0,33.0,তারাগঞ্জ উপজেলা,Bangladesh,Rangpur Division
89.0167,25.8111,Taraganj,Indrail,Medium high land,unknown,5.7,2.79,0.16,0.25,0.26,16.0,0.57,0.82,33.0,33.0,33.0,তারাগঞ্জ উপজেলা,Bangladesh,Rangpur Division
89.0167,25.8111,Taraganj,Imadpur,Medium high land,unknown,5.7,2.16,0.14,0.33,16.0,16.0,0.35,0.72,33.0,33.0,33.0,তারাগঞ্জ উপজেলা,Bangladesh,Rangpur Division
89.0167,25.8111,Taraganj,Kaunia,Medium low land,unknown,5.5,1.08,0.16,0.19,14.0,29.0,0.5,0.82,33.0,33.0,33.0,তারাগঞ্জ উপজেলা,Bangladesh,Rangpur Division
89.0167,25.8111,Taraganj,Kaunia,Medium low land,unknown,5.7,1.57,0.2,0.27,16.0,37.0,0.53,0.76,33.0,33.0,33.0,তারাগঞ্জ উপজেলা,Bangladesh,Rangpur Division
89.0167,25.8111,Taraganj,Kachna,Medium low land,unknown,5.4,2.55,0.17,0.21,24.0,18.0,0.63,0.66,33.0,33.0,33.0,তারাগঞ্জ উপজেলা,Bangladesh,Rangpur Division
89.0167,25.8111,Taraganj,Chilmari,Medium high land,unknown,5.4,1.93,0.11,0.17,30.0,11.0,0.3,0.46,33.0,33.0,33.0,তারাগঞ্জ উপজেলা,Bangladesh,Rangpur Division
89.0167,25.8111,Taraganj,Teesta sandy soil,Medium high land,unknown,5.6,0.48,0.04,0.21,31.0,12.0,0.2,1.04,33.0,33.0,33.0,তারাগঞ্জ উপজেলা,Bangladesh,Rangpur Division
89.0167,25.8111,Taraganj,Teesta sandy soil,Medium high land,unknown,6.7,0.36,0.05,0.04,9.0,7.0,0.2,0.36,33.0,33.0,33.0,তারাগঞ্জ উপজেলা,Bangladesh,Rangpur Division
89.0167,25.8111,Taraganj,Alluvial soil of Teesta,Medium high land,unknown,5.9,0.73,0.04,0.17,24.0,9.0,0.37,0.44,33.0,33.0,33.0,তারাগঞ্জ উপজেলা,Bangladesh,Rangpur Division
89.0167,25.8111,Taraganj,Teesta sandy soil,Medium low land,unknown,7.8,0.36,0.01,0.09,5.0,9.0,0.24,1.02,33.0,33.0,33.0,তারাগঞ্জ উপজেলা,Bangladesh,Rangpur Division
9.70933,10.16906,Bauchi,isda,isda,isda,6.31211,0.7697700000000001,0.07054,0.3056102564102564,14.1132,8.05925,0.159,1.49692,51.0,21.0,22.0,,Nigeria,Bauchi State
11.69308,9.08007,,isda,isda,isda,5.36189,1.31397,0.108761,0.4481717948717948,12.6794,16.3186,0.1016,1.90178,59.0,19.0,20.0,Yorro,Nigeria,Taraba State
9.04743,9.66625,Foram,isda,isda,isda,6.32176,1.2470599999999998,0.0716328,0.5164358974358975,4.97233,10.0552,0.1165,1.86241,56.0,18.0,22.0,Barkin Ladi,Nigeria,Plateau State
8.86292,9.25251,Daffo,isda,isda,isda,5.5687,1.45912,0.152534,0.3892487179487179,3.45258,12.8003,0.1215,0.656912,50.0,19.0,29.0,Bokkos,Nigeria,Plateau State
7.73493,9.52822,Akote,isda,isda,isda,5.60867,1.00637,0.0801812,0.2052717948717948,5.89749,5.21915,0.1676,0.998162,57.0,19.0,21.0,Kagarko,Nigeria,Kaduna State
8.43053,9.0031,Tabu,isda,isda,isda,6.27555,0.283923,0.0210533,0.2266053846153846,3.84416,3.31327,0.01429,0.897132,55.0,18.0,25.0,Akwanga,Nigeria,Nasarawa State
9.95375,8.57491,,isda,isda,isda,5.91579,0.8211959999999999,0.0631202999999999,0.2345410256410256,4.08069,6.69788,0.01532,1.1347,56.0,22.0,18.0,Langtang South,Nigeria,Plateau State
8.16486,8.08119,,isda,isda,isda,5.90562,0.512124,0.0347311,0.1386305128205128,3.49822,6.23584,0.01665,0.571705,64.0,16.0,13.0,Doma,Nigeria,Nasarawa State
6.36402,9.70561,,isda,isda,isda,6.21006,0.563802,0.0328882999999999,0.1487520512820513,3.58331,5.66389,0.01739,1.22606,69.0,15.0,15.0,Bosso,Nigeria,Niger State
5.39554,10.62202,Kontagora,isda,isda,isda,5.55997,0.749637,0.0488478,0.1877838461538461,6.84287,12.3435,0.01912,0.659331,70.0,16.0,15.0,,Nigeria,Niger State
8.39838,10.0664,Geshere,isda,isda,isda,5.85678,0.957567,0.0577744,0.1586482051282051,3.64538,7.9742,0.02129,1.54871,58.0,19.0,24.0,Kauru,Nigeria,Kaduna State
5.41005,10.66889,Kontagora,isda,isda,isda,5.79361,1.25838,0.0982054,0.2609358974358974,6.58336,6.98967,0.02273,1.48794,72.0,17.0,16.0,,Nigeria,Niger State
8.58993,9.39371,Aboro,isda,isda,isda,6.55941,0.515243,0.0548534,0.2345410256410256,10.5751,6.40233,0.02535,1.39651,52.0,22.0,24.0,Sanga,Nigeria,Kaduna State
11.3968,9.16441,,isda,isda,isda,5.86927,0.5280509999999999,0.040553,0.2367510256410256,6.64998,5.26292,0.03078,0.887695,49.0,27.0,24.0,Lau,Nigeria,Taraba State
7.76696,9.50315,Kushe,isda,isda,isda,5.93055,2.31886,0.170919,0.4867871794871795,4.16389,6.60693,0.06774,1.1374,57.0,18.0,22.0,Kagarko,Nigeria,Kaduna State
9.01156,8.53383,Gidan Tata,isda,isda,isda,6.02027,1.15818,0.0962603,0.282325641025641,4.07238,7.30862,0.07253,1.68039,62.0,20.0,16.0,Qua'An Pan,Nigeria,Plateau State
8.56821,9.33437,Bokana,isda,isda,isda,5.87529,0.581544,0.0348295,0.2015692307692307,4.10674,8.03368,0.08448,0.920181,54.0,23.0,23.0,Sanga,Nigeria,Kaduna State
9.15203,9.56258,Mangu Town,isda,isda,isda,6.06913,0.838166,0.0585388,0.2680128205128205,4.22226,8.0217,0.09417,1.53245,61.0,14.0,21.0,Mangu,Nigeria,Plateau State
4.51746,9.86606,Zaji,isda,isda,isda,6.18549,0.93548,0.0650063999999999,0.3051717948717948,12.5161,5.79835,0.10103,1.42828,70.0,20.0,15.0,Borgu,Nigeria,Niger State
8.23293,9.9374,Gora,isda,isda,isda,5.6293,0.987345,0.091241,0.3394692307692307,2.58348,13.8476,0.10128,1.42311,55.0,19.0,24.0,Zangon Kataf,Nigeria,Kaduna State
10.05456,9.42069,,isda,isda,isda,6.86142,0.435043,0.054645,0.3135846153846154,8.21167,8.04973,0.10274,1.48526,55.0,20.0,22.0,Kanam,Nigeria,Plateau State
8.28213,11.13682,Jampalan,isda,isda,isda,6.11814,0.770763,0.0524477,0.3327307692307692,3.90586,8.23153,0.10348,1.7471,50.0,26.0,24.0,Ikara,Nigeria,Kaduna State
8.4022,8.99629,Tabu,isda,isda,isda,6.0659,1.14479,0.142659,0.4390025641025641,2.2794,10.6941,0.10637,1.74727,60.0,18.0,22.0,Akwanga,Nigeria,Nasarawa State
9.04746,9.66634,Foram,isda,isda,isda,6.12851,0.375505,0.0263512,0.3982410256410256,5.00163,6.81354,0.10807,1.36473,57.0,17.0,21.0,Barkin Ladi,Nigeria,Plateau State
4.43093,10.95324,Dutsin Keiwa,isda,isda,isda,6.27678,0.967822,0.11942,0.4052589743589743,8.99805,6.38389,0.10855,1.18746,68.0,13.0,15.0,,Nigeria,Kebbi State
8.97728,9.60861,Tafan,isda,isda,isda,5.52401,1.1355499999999998,0.113782,0.4690076923076923,5.69444,14.7327,0.10934,2.33105,51.0,18.0,29.0,Barkin Ladi,Nigeria,Plateau State
6.17204,9.16042,,isda,isda,isda,5.97435,1.12172,0.1106549999999999,0.3994897435897435,3.15791,7.25316,0.11392,1.67218,59.0,23.0,17.0,Gbako,Nigeria,Niger State
8.5931,10.78391,Tagwaye,isda,isda,isda,5.9092,1.16419,0.0525118,0.3075615384615384,4.05861,9.64489,0.11563,1.40994,58.0,22.0,21.0,Doguwa,Nigeria,Kano State
9.04489,9.86268,Fobur,isda,isda,isda,6.33963,0.552034,0.0336102999999999,0.2357346153846153,2.95826,7.06976,0.11654,0.917846,55.0,18.0,24.0,Jos East,Nigeria,Plateau State
8.58943,10.78451,Yantama Arewa,isda,isda,isda,5.41995,1.00041,0.1136609999999999,0.033411282051282,4.28653,9.72289,0.12089,1.62047,46.0,27.0,24.0,Doguwa,Nigeria,Kano State
9.07787,8.59073,,isda,isda,isda,5.8175,1.0129899999999998,0.0634117,0.1953817948717948,2.60205,7.0681,0.12249,1.21807,65.0,19.0,16.0,Qua'An Pan,Nigeria,Plateau State
9.86054,9.00779,,isda,isda,isda,6.19106,0.601748,0.0549386999999999,0.5725615384615385,4.41441,6.11641,0.12839,1.496,60.0,19.0,22.0,Langtang North,Nigeria,Plateau State
9.28157,10.24945,Mara,isda,isda,isda,6.31352,1.6113399999999998,0.124539,0.4494487179487179,10.8978,7.84883,0.13129,1.99306,58.0,19.0,21.0,Toro,Nigeria,Bauchi State
8.99092,9.86194,Nabatum,isda,isda,isda,5.88422,0.997236,0.0997445,0.3849487179487179,7.50441,8.37428,0.13845,1.19323,56.0,20.0,24.0,Jos East,Nigeria,Plateau State
4.51902,9.88375,New Bussa,isda,isda,isda,6.3974,1.0179399999999998,0.0924265,0.4393410256410256,5.31064,8.88258,0.14738,1.24356,64.0,20.0,16.0,Borgu,Nigeria,Niger State
4.51811,9.87272,New Bussa,isda,isda,isda,6.17413,0.8309960000000001,0.0485107,0.3108205128205128,10.9441,5.23622,0.14954,1.53028,69.0,19.0,14.0,Borgu,Nigeria,Niger State
5.46483,9.97984,,isda,isda,isda,6.0819,0.8524889999999999,0.0664897,0.3222,1.87878,7.59337,0.15194,1.73871,68.0,18.0,12.0,Mashegu,Nigeria,Niger State
9.02759,8.54135,Gidan Tata,isda,isda,isda,5.70884,1.0969099999999998,0.0732477,0.2334251282051282,5.05136,5.72018,0.15685,1.41676,57.0,20.0,18.0,Qua'An Pan,Nigeria,Plateau State
4.85726,9.13533,,isda,isda,isda,6.48383,0.7342310000000001,0.0807857,0.6024589743589743,5.02389,6.23473,0.16011,0.899915,57.0,19.0,16.0,Moro,Nigeria,Kwara State
5.43562,10.01016,,isda,isda,isda,6.05746,1.5053800000000002,0.12009,0.2043215384615384,4.42578,11.7395,0.16544,1.79534,67.0,17.0,12.0,Mashegu,Nigeria,Niger State
5.38764,9.55343,,isda,isda,isda,6.05828,0.875316,0.0921532,0.1652994871794872,3.84997,5.91843,0.17185,0.913428,61.0,23.0,15.0,Lavun,Nigeria,Niger State
9.69868,10.19787,Bauchi,isda,isda,isda,6.61236,0.380899,0.0539828,0.3208179487179487,5.41244,10.2381,0.17983,1.23416,58.0,18.0,18.0,,Nigeria,Bauchi State
7.62165,8.7604,,isda,isda,isda,6.36759,0.5901379999999999,0.0404773,0.3135846153846154,13.8595,5.93759,0.18636,1.37628,60.0,18.0,19.0,Karu,Nigeria,Nasarawa State
9.69903,10.20077,Bauchi,isda,isda,isda,6.98778,0.600659,0.0669862,0.4631179487179487,3.25221,26.1901,0.18843,0.753341,59.0,17.0,20.0,,Nigeria,Bauchi State
9.03177,9.65042,Barikin Kogi,isda,isda,isda,5.84185,1.11593,0.1285,0.6577641025641027,9.81042,23.6288,0.19104,1.75168,54.0,18.0,24.0,Barkin Ladi,Nigeria,Plateau State
11.0777,8.97676,,isda,isda,isda,6.70738,0.976345,0.0725328,0.2372943589743589,10.3026,6.981,0.19377,1.86254,51.0,26.0,21.0,Ardo-Kola,Nigeria,Taraba State
10.02454,9.3695,,isda,isda,isda,6.98375,0.609496,0.0476493999999999,0.4070358974358974,18.255,5.92214,0.19846,1.16959,60.0,16.0,19.0,Kanam,Nigeria,Plateau State
10.02592,9.92179,Lim Kundak,isda,isda,isda,6.33662,0.592794,0.0704742,0.3832769230769231,4.47205,7.58833,0.20198,1.11143,69.0,15.0,17.0,Alkaleri,Nigeria,Bauchi State
10.05741,9.42755,,isda,isda,isda,7.10298,0.689558,0.0749069,0.3972102564102564,6.07983,6.40195,0.20253,1.6198,57.0,21.0,20.0,Kanam,Nigeria,Plateau State
11.64093,9.01276,,isda,isda,isda,6.56349,1.19668,0.1287879999999999,0.5271769230769231,9.71019,11.9583,0.22685,1.68747,61.0,17.0,18.0,Zing,Nigeria,Taraba State
8.53562,9.32715,Ungwan Mada,isda,isda,isda,6.1568,2.40556,0.1225,0.2391661538461538,10.1681,18.0258,0.24608,1.78374,62.0,16.0,21.0,Sanga,Nigeria,Kaduna State
9.25761,10.29301,Mara,isda,isda,isda,6.38538,0.677048,0.0810418,0.4132692307692308,6.44866,6.99107,0.26895,1.7415,47.0,21.0,25.0,Toro,Nigeria,Bauchi State
9.84106,9.05141,,isda,isda,isda,6.55961,0.957357,0.0741177,0.4439358974358974,5.17872,15.7149,0.33191,1.9954,52.0,20.0,22.0,,,Bauchi State
7.71379,9.51283,Akote,isda,isda,isda,5.83878,1.90798,0.170925,0.3814128205128205,15.8249,12.5854,0.33258,2.29899,57.0,19.0,26.0,Kagarko,Nigeria,Kaduna State
11.01234,8.97793,,isda,isda,isda,5.65265,1.7404800000000002,0.147231,0.6518179487179487,7.67067,20.2615,0.33288,2.52736,48.0,25.0,23.0,Ardo-Kola,Nigeria,Taraba State
9.0403,9.66621,Foram,isda,isda,isda,6.43242,0.8758520000000001,0.0754518,0.6495871794871795,3.02727,25.5892,0.33359,1.64351,59.0,18.0,20.0,Barkin Ladi,Nigeria,Plateau State
9.12958,8.3634,Rufai,isda,isda,isda,6.16856,0.220945,0.0218657,0.0459238461538461,6.43252,4.15097,0.005622,0.49659,66.0,20.0,16.0,Awe,Nigeria,Nasarawa State
8.52495,8.42855,Bukan Fadama,isda,isda,isda,5.65349,0.345791,0.0202744,0.1429371794871795,2.62919,6.26601,0.006009,0.634759,72.0,17.0,12.0,,Nigeria,Nasarawa State
6.1291,9.50625,Evuntagi,isda,isda,isda,6.60157,0.354939,0.0208524,0.1177097435897435,2.13949,5.31499,0.010001,0.935492,71.0,19.0,13.0,Gbako,Nigeria,Niger State
5.08989,10.27407,Wando,isda,isda,isda,6.20088,0.462262,0.0270889,0.1038917948717948,5.99558,4.36223,0.010413,1.39346,71.0,19.0,12.0,Magama,Nigeria,Niger State
6.56518,9.3675,Nubupe,isda,isda,isda,6.41323,0.521668,0.0382172,0.132541282051282,5.90701,5.58765,0.010465,1.13011,64.0,18.0,16.0,Paikoro,Nigeria,Niger State
8.1796,8.07936,Agirma,isda,isda,isda,5.24615,0.746439,0.0492894,0.1986820512820513,4.26601,10.8172,0.010877,0.930192,62.0,17.0,14.0,Doma,Nigeria,Nasarawa State
7.67712,11.59525,Masari,isda,isda,isda,5.81021,0.365206,0.0210752,0.1291984615384615,4.34038,4.04488,0.011044,0.883053,59.0,24.0,18.0,Kafur,Nigeria,Katsina State
7.58037,11.07477,Dutsen Abba,isda,isda,isda,6.19139,0.337203,0.0288286,0.161711282051282,2.31451,5.2325,0.011175,1.01101,53.0,23.0,18.0,Zaria,Nigeria,Kaduna State
7.66233,11.58857,Masari,isda,isda,isda,5.75296,0.408864,0.0232079,0.240806923076923,8.56315,4.18447,0.011276,1.43289,60.0,22.0,20.0,Kafur,Nigeria,Katsina State
10.42355,10.69477,Gungura A,isda,isda,isda,6.13508,0.387752,0.0218782,0.0675348717948717,5.20099,4.37437,0.011519,1.28918,67.0,20.0,19.0,Ganjuwa,Nigeria,Bauchi State
9.11494,8.39599,,isda,isda,isda,5.9374,0.406383,0.0316856,0.1640051282051282,10.8605,5.42425,0.011742,0.599202,61.0,19.0,18.0,Awe,Nigeria,Nasarawa State
8.16317,8.0767,,isda,isda,isda,5.73452,0.920381,0.0596908,0.1586482051282051,8.37818,10.3383,0.012035,1.06077,59.0,18.0,14.0,Doma,Nigeria,Nasarawa State
7.93732,11.46292,Nasarawa,isda,isda,isda,5.8243,0.8510960000000001,0.0762196,0.3331615384615384,4.30709,5.1304,0.012741,1.8387,60.0,22.0,16.0,Rogo,Nigeria,Kano State
7.69309,11.59767,Masari,isda,isda,isda,6.13367,0.320154,0.0254386999999999,0.1878825641025641,3.45252,6.91513,0.013203,0.981778,64.0,21.0,16.0,Kafur,Nigeria,Katsina State
7.67368,11.58825,Masari,isda,isda,isda,5.68289,0.464797,0.0244659999999999,0.1876789743589743,8.0934,4.41676,0.013211,1.24638,59.0,23.0,19.0,Kafur,Nigeria,Katsina State
6.35929,9.68984,,isda,isda,isda,6.17912,0.497766,0.0464392,0.0275930769230769,4.76366,7.30298,0.013528,0.571498,64.0,15.0,16.0,Bosso,Nigeria,Niger State
11.06682,8.91125,,isda,isda,isda,6.46007,0.260943,0.0200225,0.1753479487179487,3.13,4.21986,0.013542,0.875171,59.0,23.0,18.0,Ardo-Kola,Nigeria,Taraba State
11.03965,8.9766,,isda,isda,isda,6.08084,0.6546649999999999,0.0338367,0.2917,6.20244,7.75647,0.013618,1.50719,45.0,26.0,22.0,Ardo-Kola,Nigeria,Taraba State
8.23415,11.04882,Ungwan Maialewa,isda,isda,isda,5.84154,0.702938,0.080121,0.1639094871794872,6.53858,6.08178,0.014267,1.19157,52.0,27.0,21.0,Kubau,Nigeria,Kaduna State
5.40878,9.96758,,isda,isda,isda,5.95837,0.896886,0.0453844,0.1897848717948717,3.10044,7.42028,0.014332,1.37645,67.0,19.0,14.0,Mashegu,Nigeria,Niger State
5.01295,10.23278,,isda,isda,isda,6.02385,0.730039,0.026162,0.1403264102564102,8.73383,4.7605,0.014593,1.49043,69.0,16.0,11.0,Magama,Nigeria,Niger State
7.56476,11.07313,Wazata,isda,isda,isda,5.54966,0.351528,0.0352745,0.1266020512820513,2.14283,6.41818,0.014623,1.45927,63.0,23.0,17.0,Giwa,Nigeria,Kaduna State
8.57814,10.84156,Tagwaye,isda,isda,isda,5.80065,0.314041,0.049652,0.0670951282051282,4.17093,6.53464,0.014952,1.32452,53.0,21.0,22.0,Doguwa,Nigeria,Kano State
5.34622,9.53564,,isda,isda,isda,6.12982,0.647465,0.0482967,0.1573758974358974,3.85352,5.86357,0.015068,1.03008,70.0,22.0,12.0,Lavun,Nigeria,Niger State
5.33171,9.54959,,isda,isda,isda,5.70793,0.5237269999999999,0.0301059,0.1429728205128205,7.1378,6.56674,0.015789,1.09909,66.0,21.0,15.0,Lavun,Nigeria,Niger State
7.10142,11.60649,Mai Gora,isda,isda,isda,5.86602,0.8111750000000001,0.0456586,0.282325641025641,3.41696,6.72717,0.015811,1.08375,51.0,23.0,19.0,Faskari,Nigeria,Katsina State
9.71533,10.17564,Bauchi,isda,isda,isda,5.71478,1.35368,0.095871,0.1955805128205128,13.9557,8.72371,0.015852,1.80577,60.0,19.0,22.0,,Nigeria,Bauchi State
11.05936,8.92214,,isda,isda,isda,6.24094,0.7802100000000001,0.0339818999999999,0.272025641025641,3.7182,5.75366,0.015883,1.67441,60.0,22.0,18.0,Ardo-Kola,Nigeria,Taraba State
9.02769,8.53496,Gidan Tata,isda,isda,isda,5.25488,0.762856,0.0654674,0.1837641025641025,4.31564,7.07526,0.015974,1.49753,64.0,21.0,15.0,Qua'An Pan,Nigeria,Plateau State
7.91586,11.54666,Zoza,isda,isda,isda,5.79926,0.454638,0.0348375,0.1878453846153846,3.9426,5.447,0.016102,0.958149,61.0,21.0,17.0,Rogo,Nigeria,Kano State
8.52969,8.42091,Bukan Fadama,isda,isda,isda,5.83895,0.5270400000000001,0.0399264,0.142501282051282,3.11154,5.08231,0.016277,1.21416,74.0,18.0,13.0,,Nigeria,Nasarawa State
8.58151,9.32327,Ungwan Mada,isda,isda,isda,5.66525,1.5520200000000002,0.123615,0.4360410256410256,4.95659,11.073,0.016511,2.30507,53.0,20.0,24.0,Sanga,Nigeria,Kaduna State
8.18686,8.07968,Agirma,isda,isda,isda,6.34785,0.648043,0.0474312999999999,0.1586482051282051,5.6755,6.61082,0.016833,1.315,60.0,17.0,15.0,Doma,Nigeria,Nasarawa State
9.39817,8.93905,,isda,isda,isda,5.18079,0.637191,0.0467725,0.1672435897435897,5.60191,6.79864,0.017504,1.18905,58.0,17.0,22.0,Shendam,Nigeria,Plateau State
8.30746,11.14816,Kargi,isda,isda,isda,6.13123,0.55628,0.0327196,0.1456143589743589,3.06046,8.32968,0.017893,1.30188,55.0,26.0,22.0,Kubau,Nigeria,Kaduna State
6.06991,9.49083,Sofon Legbozukun,isda,isda,isda,6.56334,0.5145959999999999,0.0352937,0.076611282051282,4.59396,4.13451,0.018447,0.973212,66.0,20.0,15.0,Gbako,Nigeria,Niger State
7.7037,9.55781,Kagarko North,isda,isda,isda,6.11144,0.78525,0.0580411,0.2609358974358974,6.78604,6.64653,0.018938,0.992661,55.0,18.0,21.0,Kagarko,Nigeria,Kaduna State
9.09984,8.35215,Rufai,isda,isda,isda,6.16289,0.314745,0.0336118,0.3112435897435897,10.1881,4.5071,0.019794,0.705518,65.0,18.0,18.0,Awe,Nigeria,Nasarawa State
6.49673,8.52807,,isda,isda,isda,5.84575,1.2802,0.0643495999999999,0.2349010256410256,7.66751,6.31315,0.019903,1.58602,61.0,22.0,16.0,Lapai,Nigeria,Niger State
8.90831,8.19887,,isda,isda,isda,6.47596,0.611607,0.0340646,0.2345410256410256,5.80823,5.64847,0.020128,1.0783,61.0,20.0,18.0,Keana,Nigeria,Nasarawa State
5.52177,8.98149,,isda,isda,isda,5.23617,1.1757300000000002,0.1224099999999999,0.0686735897435897,4.6817,9.40606,0.020313,0.694065,45.0,22.0,25.0,Mokwa,Nigeria,Niger State
7.63414,9.95305,Ankwa,isda,isda,isda,5.5989,1.03571,0.0710736999999999,0.204815641025641,1.98219,8.6771,0.020548,1.41292,58.0,18.0,22.0,Kachia,Nigeria,Kaduna State
8.55166,9.39101,Zac Zawan,isda,isda,isda,5.7602,1.61954,0.0732952,0.3687282051282051,2.22735,5.27156,0.020618,1.99794,57.0,19.0,21.0,Sanga,Nigeria,Kaduna State
7.67508,11.55302,Sabuwar Kasa,isda,isda,isda,6.20812,0.775883,0.0526371999999999,0.1566035897435897,6.39786,6.13368,0.020627,1.45468,65.0,18.0,16.0,Kafur,Nigeria,Katsina State
5.36256,9.51697,,isda,isda,isda,6.43693,0.467084,0.0278272,0.1425346153846154,4.17828,7.33205,0.021318,1.04596,65.0,20.0,17.0,Lavun,Nigeria,Niger State
5.52242,8.98362,,isda,isda,isda,5.48737,0.896261,0.0995194,0.0268558974358974,3.69894,8.57494,0.021468,0.775023,47.0,25.0,22.0,Mokwa,Nigeria,Niger State
11.38881,9.15015,,isda,isda,isda,6.24522,0.321277,0.024744,0.1812105128205128,6.13555,3.83605,0.021823,0.922692,59.0,21.0,19.0,Lau,Nigeria,Taraba State
4.84312,9.16968,,isda,isda,isda,6.28232,0.324115,0.0330859,0.2953846153846154,6.91831,6.50742,0.022055,1.24467,65.0,22.0,14.0,Mokwa,Nigeria,Niger State
4.501,9.89338,New Bussa,isda,isda,isda,6.22039,0.250021,0.0228018,0.1410843589743589,10.6802,5.53668,0.022116,0.659035,64.0,20.0,16.0,Borgu,Nigeria,Niger State
5.35466,10.65464,,isda,isda,isda,6.01707,0.588353,0.0285015,0.1984697435897436,2.4506,5.75234,0.022214,1.16705,72.0,15.0,12.0,Magama,Nigeria,Niger State
6.54126,9.37727,Katcha,isda,isda,isda,5.97046,0.498924,0.0344113,0.1597661538461538,6.85438,4.23499,0.022238,1.04551,69.0,15.0,12.0,Paikoro,Nigeria,Niger State
6.37173,9.67128,,isda,isda,isda,6.05889,0.7713650000000001,0.0674538,0.2665051282051282,1.89158,5.47932,0.022928,1.11832,65.0,16.0,15.0,Bosso,Nigeria,Niger State
6.03752,9.64049,Zungeru,isda,isda,isda,5.89881,0.674418,0.0463216,0.189051282051282,7.07867,5.57021,0.023234,1.41829,64.0,19.0,14.0,Wushishi,Nigeria,Niger State
9.12437,8.37564,Aondu,isda,isda,isda,6.78532,0.446619,0.0366807,0.2916615384615384,10.6114,6.04565,0.023261,0.504835,61.0,21.0,18.0,Awe,Nigeria,Nasarawa State
8.22872,9.98667,Ikulu,isda,isda,isda,5.76107,0.790207,0.0710986,0.3063897435897436,3.29374,6.65939,0.024166,1.03565,58.0,17.0,25.0,Zangon Kataf,Nigeria,Kaduna State
