longitude,latitude,Area,Soil group,Land class,Soil type,pH,SOC,Nitrogen,Potassium,Phosphorus,Sulfur,Boron,Zinc,Sand,Silt,Clay,County,Country,State
8.56722,9.37383,Karshi,isda,isda,isda,5.42185,1.52631,0.122734,0.3697307692307692,6.14042,13.9037,0.0753044,1.91501,55.0,21.0,25.0,Sanga,Nigeria,Kaduna State
8.62508,9.64705,,isda,isda,isda,5.20206,0.7979860000000001,0.0769887,0.397274358974359,0.899688,6.00905,0.0754469,0.83454,47.0,21.0,26.0,Riyom,Nigeria,Plateau State
6.33712,9.66743,,isda,isda,isda,5.95586,1.17676,0.100689,0.2287699999999999,2.19097,6.37527,0.0757685,1.06655,66.0,17.0,16.0,Bosso,Nigeria,Niger State
9.16691,11.24587,Kafin Lemo,isda,isda,isda,5.7767,0.526428,0.0508159,0.033236923076923,4.68364,7.27167,0.0757922,1.63,61.0,19.0,20.0,Ningi,Nigeria,Bauchi State
10.03652,9.90861,Lim Kundak,isda,isda,isda,5.88783,0.67398,0.0485691,0.2531292307692308,11.0096,7.86596,0.0758091,1.50645,71.0,18.0,20.0,Alkaleri,Nigeria,Bauchi State
6.33011,9.66838,,isda,isda,isda,6.52474,2.6740500000000003,0.142777,0.4068384615384615,7.58987,9.14709,0.0761767,1.48756,59.0,16.0,17.0,Bosso,Nigeria,Niger State
11.64268,9.02184,,isda,isda,isda,6.24806,0.5835239999999999,0.034189,0.3332025641025641,13.017,9.9717,0.0762916,1.35179,60.0,18.0,17.0,Zing,Nigeria,Taraba State
9.3046,10.2308,Mara,isda,isda,isda,6.03454,0.961475,0.0951104,0.4004666666666666,14.6359,8.30364,0.0764853,2.17521,55.0,18.0,21.0,Toro,Nigeria,Bauchi State
9.11731,11.2363,Kafin Lemo,isda,isda,isda,5.93648,0.369073,0.0464272,0.0253325128205128,3.34208,7.12939,0.0765522,1.10777,65.0,20.0,18.0,Ningi,Nigeria,Bauchi State
5.98684,10.27041,,isda,isda,isda,6.30405,0.556303,0.0452379,0.3773897435897435,5.84449,6.58754,0.0765897,1.57128,66.0,20.0,14.0,Mariga,Nigeria,Niger State
4.81216,9.16833,,isda,isda,isda,5.9503,0.616679,0.061737,0.1170771794871794,4.51294,4.35444,0.0766361,1.22294,62.0,18.0,14.0,,,Niger State
11.63027,9.01467,,isda,isda,isda,6.42374,0.984481,0.0655261,0.3307820512820513,10.2485,10.2764,0.0767622,1.53342,59.0,18.0,18.0,Zing,Nigeria,Taraba State
9.3809,8.92212,,isda,isda,isda,5.54477,0.681245,0.0406891999999999,0.2399128205128205,5.12064,4.61847,0.0774551,1.13631,62.0,17.0,20.0,Shendam,Nigeria,Plateau State
10.05062,9.42153,,isda,isda,isda,6.2263,1.20245,0.095957,0.5412871794871795,14.3216,8.21538,0.0775209,1.8693,57.0,18.0,24.0,Kanam,Nigeria,Plateau State
7.7274,9.52108,Akote,isda,isda,isda,5.80102,1.14443,0.0962876,0.2673846153846154,4.18678,5.07072,0.0777641,1.55716,62.0,19.0,21.0,Kagarko,Nigeria,Kaduna State
8.26774,9.9722,Ikulu,isda,isda,isda,6.69703,0.8407859999999999,0.0466982,0.1597661538461538,3.96017,5.46789,0.0778114,1.52736,58.0,17.0,23.0,Zangon Kataf,Nigeria,Kaduna State
8.11158,8.07453,,isda,isda,isda,5.94993,0.986189,0.0770402,0.163481282051282,4.24643,5.87722,0.0778796,1.27274,58.0,21.0,18.0,Doma,Nigeria,Nasarawa State
5.43893,10.009,,isda,isda,isda,5.87226,0.6845640000000001,0.0442283,0.1586482051282051,2.82131,8.11091,0.0779243,0.623167,68.0,17.0,14.0,Mashegu,Nigeria,Niger State
7.7321,9.51661,Akote,isda,isda,isda,5.43777,0.700216,0.0550935,0.135125641025641,5.47999,6.9147,0.0780013,1.33414,58.0,19.0,21.0,Kagarko,Nigeria,Kaduna State
8.97222,9.59834,Tafan,isda,isda,isda,5.17807,1.79949,0.168754,0.3195307692307692,4.65577,13.4246,0.0780726,1.91315,53.0,20.0,26.0,Barkin Ladi,Nigeria,Plateau State
10.01854,9.37008,,isda,isda,isda,6.40692,0.660927,0.0492813999999999,0.4202384615384615,13.458,5.85653,0.0781887,1.27675,62.0,17.0,19.0,Kanam,Nigeria,Plateau State
7.10659,11.60222,Mai Gora,isda,isda,isda,5.96918,0.761022,0.0465519999999999,0.1672435897435897,2.235,6.17594,0.0783863,0.969869,59.0,25.0,19.0,Faskari,Nigeria,Katsina State
9.74603,10.18518,Bauchi,isda,isda,isda,6.19827,0.481799,0.0490699,0.3776897435897436,28.9195,7.05968,0.0785923,1.72063,58.0,20.0,22.0,,Nigeria,Bauchi State
8.35909,9.01994,,isda,isda,isda,5.75495,0.7050970000000001,0.0522496999999999,0.1600782051282051,4.56409,4.95296,0.0786899,1.25746,63.0,17.0,23.0,Akwanga,Nigeria,Nasarawa State
9.31075,10.31053,Mara,isda,isda,isda,6.08524,0.755924,0.0521931999999999,0.5549358974358974,6.46917,9.21281,0.0786981,2.03048,51.0,23.0,20.0,Toro,Nigeria,Bauchi State
7.77232,9.50214,Kushe,isda,isda,isda,5.39547,1.79221,0.209594,0.8582641025641026,5.74873,7.98604,0.0787598,1.76335,56.0,18.0,21.0,Kagarko,Nigeria,Kaduna State
4.43085,10.9583,Bagudo,isda,isda,isda,6.13025,1.03518,0.068944,0.4367128205128205,14.3996,5.81701,0.0788177,1.7496,68.0,13.0,14.0,,Nigeria,Kebbi State
9.04144,8.54874,,isda,isda,isda,5.43274,0.885995,0.0720514,0.2200161538461538,5.24269,9.86728,0.0788758,0.837907,70.0,20.0,16.0,,,Kebbi State
10.41616,10.67385,,isda,isda,isda,5.86888,1.17918,0.121547,0.3506871794871795,5.24057,7.00108,0.0789426,1.96706,65.0,18.0,19.0,,,Kebbi State
10.0175,9.36805,,isda,isda,isda,5.86925,0.764916,0.0487561,0.4362615384615385,13.1643,7.21004,0.0790739,1.55629,59.0,19.0,20.0,,,Kebbi State
6.52926,9.40096,,isda,isda,isda,6.52867,0.848212,0.0916638999999999,0.3221974358974359,11.7994,6.8689,0.0793106,1.48377,67.0,17.0,13.0,,,Kebbi State
11.70112,9.01035,,isda,isda,isda,5.82896,0.688783,0.0507049,0.3058179487179487,12.5986,4.98745,0.0793897,1.3237,66.0,17.0,18.0,,,Kebbi State
8.83052,9.23814,,isda,isda,isda,5.46442,1.18573,0.108508,0.3038102564102564,4.15689,10.4698,0.0795486,1.00576,57.0,18.0,26.0,,,Kebbi State
7.07235,11.55284,,isda,isda,isda,6.00942,0.647016,0.0469698999999999,0.2445141025641025,2.38295,6.84986,0.0795791,1.03848,54.0,26.0,21.0,,,Kebbi State
9.01374,9.90065,,isda,isda,isda,5.54568,0.673295,0.0591156,0.316151282051282,9.46066,9.91403,0.0796998,1.57264,53.0,21.0,23.0,,,Kebbi State
6.35735,9.68189,,isda,isda,isda,5.97516,0.8991009999999999,0.0767225,0.2381307692307692,2.45461,6.04319,0.0797364,1.54977,68.0,17.0,16.0,,,Kebbi State
9.19215,9.53741,,isda,isda,isda,5.64403,1.01734,0.100356,0.2390505128205128,4.0293,7.16885,0.0798112,1.58469,58.0,16.0,26.0,,,Kebbi State
9.11432,11.23853,,isda,isda,isda,5.77891,0.498586,0.0482458,0.1040723076923077,5.85737,6.54928,0.0799641,1.29102,67.0,17.0,17.0,,,Kebbi State
6.16676,9.15243,,isda,isda,isda,6.02624,0.782626,0.0763173,0.3506871794871795,1.50294,11.2027,0.0799688,1.39423,59.0,23.0,16.0,,,Kebbi State
7.12663,11.54659,,isda,isda,isda,6.30959,0.6933279999999999,0.0647406,0.3055435897435897,2.22551,7.14783,0.0800725,1.16461,56.0,24.0,18.0,,,Kebbi State
5.45108,9.97341,,isda,isda,isda,6.19188,0.716564,0.0540687999999999,0.2445141025641025,2.62481,5.31437,0.0802169,1.65534,64.0,20.0,15.0,,,Kebbi State
9.96114,8.57168,,isda,isda,isda,6.40336,0.607575,0.0541015,0.2343535897435897,8.97638,6.25504,0.0804299,1.00235,62.0,23.0,18.0,,,Kebbi State
4.50263,9.84444,,isda,isda,isda,6.54691,0.452702,0.0325556,0.2470823076923076,11.8656,9.4703,0.0805598,1.34291,64.0,20.0,17.0,,,Kebbi State
6.39101,9.62181,,isda,isda,isda,6.44583,1.1398899999999998,0.0810128,0.7487794871794872,5.67025,10.6088,0.0807355,1.71573,68.0,16.0,14.0,,,Kebbi State
9.96152,8.53459,,isda,isda,isda,5.61149,0.749924,0.0665459,0.2343535897435897,7.75995,5.6763,0.0808765,1.34218,59.0,24.0,18.0,,,Kebbi State
8.99728,9.86235,,isda,isda,isda,6.77902,0.709486,0.0732638,0.3854589743589743,6.94171,5.14864,0.0809807,1.39937,53.0,23.0,23.0,,,Kebbi State
6.08588,10.04686,,isda,isda,isda,6.16854,1.35382,0.117404,0.2445141025641025,3.90605,7.52436,0.0810933,2.6213,68.0,18.0,11.0,,,Kebbi State
9.09544,8.41795,,isda,isda,isda,5.57591,1.23369,0.0960007,0.3109,5.93861,6.50909,0.0811582,1.48525,56.0,21.0,19.0,,,Kebbi State
7.66272,9.96643,,isda,isda,isda,5.25152,0.918988,0.0873907,0.0423341025641025,5.41762,12.4171,0.0813581,1.05983,59.0,19.0,22.0,,,Kebbi State
9.04542,9.64473,,isda,isda,isda,5.93366,1.12717,0.0835722,0.4494487179487179,3.68581,11.7156,0.0815616,1.47227,57.0,18.0,23.0,,,Kebbi State
7.08927,11.61446,,isda,isda,isda,6.42821,1.08733,0.0680166,0.1688761538461538,3.24172,6.84483,0.0818023,2.05991,50.0,27.0,21.0,,,Kebbi State
4.43839,10.91827,,isda,isda,isda,6.14893,0.5338700000000001,0.0337729,0.358925641025641,5.49459,4.88243,0.0818873,0.898448,72.0,13.0,13.0,,,Kebbi State
8.838,9.27283,,isda,isda,isda,4.90519,2.48041,0.160519,0.4685051282051282,6.17305,28.2547,0.0819465,1.29863,54.0,18.0,27.0,,,Kebbi State
6.97695,11.13357,,isda,isda,isda,6.15444,0.762255,0.0770341,0.2370115384615384,1.15756,8.35116,0.0819563,0.809101,61.0,21.0,17.0,,,Kebbi State
7.57907,11.07855,,isda,isda,isda,5.69805,0.721375,0.0523268999999999,0.313,1.49283,7.61048,0.0819805,1.06997,57.0,25.0,23.0,,,Kebbi State
7.09108,11.53398,,isda,isda,isda,6.13316,0.765203,0.0649232999999999,0.2504397435897436,2.06908,7.00652,0.0820483,1.46712,51.0,25.0,21.0,,,Kebbi State
8.58806,10.18794,,isda,isda,isda,5.57468,0.4082169999999999,0.0319259999999999,0.1553292307692307,1.86151,6.87282,0.0824288,1.12198,50.0,24.0,24.0,,,Kebbi State
10.02114,9.92191,,isda,isda,isda,5.68266,0.7715099999999999,0.0793095,0.3197,8.24317,5.78463,0.0826853,1.60199,61.0,18.0,22.0,,,Kebbi State
8.20009,11.02783,,isda,isda,isda,6.23812,0.971792,0.0674322,0.2093592307692307,4.24544,7.69182,0.0828671,1.79959,58.0,23.0,19.0,,,Kebbi State
6.98239,11.07422,,isda,isda,isda,6.07183,0.752472,0.0637708,0.2473205128205128,1.53531,9.48835,0.0830047,0.876531,59.0,23.0,17.0,,,Kebbi State
9.69745,10.20585,,isda,isda,isda,5.4772,0.418427,0.0298238,0.2266443589743589,10.5075,6.78116,0.0830275,1.12657,64.0,17.0,18.0,,,Kebbi State
11.63095,9.0135,,isda,isda,isda,6.22445,0.900423,0.0460398,0.333576923076923,8.60362,10.3468,0.0834851,1.50227,60.0,17.0,19.0,,,Kebbi State
8.37148,8.99603,,isda,isda,isda,5.80125,1.16419,0.0736047,0.3506871794871795,8.47065,9.65486,0.0837589,1.68957,65.0,15.0,20.0,,,Kebbi State
11.04005,8.98406,,isda,isda,isda,6.29157,0.545776,0.0555099,0.3277794871794872,3.57097,9.0214,0.0837787,1.14079,57.0,24.0,21.0,,,Kebbi State
8.72679,8.34094,,isda,isda,isda,5.67212,1.37331,0.103792,0.3301846153846153,3.30667,10.1996,0.0840708,1.32153,58.0,21.0,18.0,,,Kebbi State
11.67176,9.02385,,isda,isda,isda,6.15462,0.579575,0.0438234,0.3264717948717948,14.6961,6.44381,0.0841541,1.37816,68.0,17.0,16.0,,,Kebbi State
9.15183,8.34133,,isda,isda,isda,6.116,0.55421,0.0651665,0.112545641025641,5.25363,7.15283,0.0844744,1.42703,68.0,22.0,16.0,,,Kebbi State
6.33839,9.6929,,isda,isda,isda,5.78229,1.42315,0.124699,0.3949487179487179,3.01011,11.4013,0.0844902,1.57339,63.0,15.0,16.0,,,Kebbi State
5.42359,10.63594,,isda,isda,isda,6.01896,0.5067809999999999,0.0535111,0.453076923076923,8.7567,8.28405,0.0845329,1.39182,61.0,19.0,15.0,,,Kebbi State
8.57743,10.79736,,isda,isda,isda,5.90527,1.44411,0.0793265,0.1515397435897436,10.4508,10.2985,0.0845485,1.15129,60.0,20.0,21.0,,,Kebbi State
11.71304,9.08964,,isda,isda,isda,6.83372,1.22608,0.0813946,0.4494487179487179,16.2778,8.20523,0.0847158,1.63759,60.0,18.0,21.0,,,Kebbi State
5.40151,10.62165,,isda,isda,isda,6.38518,0.783159,0.0502484,0.3065051282051282,5.01374,7.42215,0.0847181,1.30894,69.0,18.0,14.0,,,Kebbi State
6.50864,8.52731,,isda,isda,isda,6.50222,1.38717,0.0630409,0.2047879487179487,4.59174,6.4817,0.0852868,1.1053,58.0,20.0,19.0,,,Kebbi State
5.56543,8.99196,,isda,isda,isda,5.21897,1.99362,0.0964495,0.3950205128205128,3.0427,11.1821,0.0854178,1.86953,60.0,22.0,14.0,,,Kebbi State
5.43967,10.03324,,isda,isda,isda,5.42705,0.858119,0.0538104,0.1965684615384615,6.41556,4.74985,0.0855114,1.16961,60.0,21.0,18.0,,,Kebbi State
8.98403,9.9231,,isda,isda,isda,5.17999,1.18897,0.1305299999999999,0.5420794871794872,20.6396,9.74475,0.0857133,1.77443,53.0,20.0,25.0,,,Kebbi State
7.77096,10.07448,,isda,isda,isda,6.6403,0.6188659999999999,0.050678,0.656623076923077,5.06733,5.2814,0.0858138,1.2689,58.0,18.0,21.0,,,Kebbi State
11.71468,9.09202,,isda,isda,isda,6.143,1.82888,0.145154,0.4494487179487179,10.5672,14.5774,0.0858178,1.87229,61.0,20.0,21.0,,,Kebbi State
8.793,9.31224,,isda,isda,isda,5.53444,1.1343299999999998,0.111035,0.0754733333333333,3.91965,12.6213,0.0859048,1.25617,54.0,20.0,27.0,,,Kebbi State
9.53956,9.8423,,isda,isda,isda,6.26141,0.58054,0.0409769,0.1854523076923077,6.68701,5.88143,0.0862239,1.26526,66.0,17.0,20.0,,,Kebbi State
9.11704,8.39253,,isda,isda,isda,5.96833,0.721916,0.0807046,0.3255692307692308,7.16295,6.35176,0.0865156,0.652795,66.0,19.0,17.0,,,Kebbi State
8.86439,9.24889,,isda,isda,isda,5.42469,1.63693,0.170421,0.3455461538461538,2.48009,10.6814,0.0866634,0.810533,54.0,20.0,28.0,,,Kebbi State
8.30387,11.15558,,isda,isda,isda,6.00984,0.571262,0.0577074,0.2890820512820513,14.164,7.30831,0.0871937,1.48574,57.0,26.0,21.0,,,Kebbi State
9.28404,10.23439,,isda,isda,isda,5.96812,0.538798,0.0462832,0.2248279487179487,7.59102,6.97996,0.0871975,1.33862,54.0,20.0,22.0,,,Kebbi State
8.9797,9.60756,,isda,isda,isda,5.38815,1.21383,0.10604,0.4933999999999999,4.04231,12.2082,0.0873439,2.10585,57.0,20.0,26.0,,,Kebbi State
7.63311,8.78536,,isda,isda,isda,6.0419,0.549308,0.0782629,0.0885958974358974,10.1568,7.46085,0.0874343,0.948389,62.0,18.0,17.0,,,Kebbi State
10.00879,9.36882,,isda,isda,isda,6.10431,0.932343,0.0723311,0.4288179487179487,14.8053,5.49729,0.0874947,1.60589,58.0,20.0,21.0,,,Kebbi State
8.46167,8.41241,,isda,isda,isda,5.59764,1.06277,0.0957458,0.3339820512820513,2.35778,16.4963,0.0876745,0.776235,69.0,16.0,11.0,,,Kebbi State
7.69667,9.50281,,isda,isda,isda,6.09811,1.22296,0.0863389,0.4486897435897436,3.14333,10.033,0.0877495,1.24099,60.0,16.0,21.0,,,Kebbi State
8.52885,8.46487,,isda,isda,isda,5.18591,2.10921,0.119805,0.2315489743589743,5.67183,11.103,0.0878952,1.14869,65.0,19.0,14.0,,,Kebbi State
11.49622,9.37101,,isda,isda,isda,6.55706,0.823239,0.0730363,0.1855141025641025,6.89348,8.17358,0.0879176,2.3061,43.0,23.0,36.0,,,Kebbi State
4.8368,9.19215,,isda,isda,isda,6.27973,0.58892,0.0643168,0.112545641025641,9.68261,6.93873,0.0881993,1.09309,67.0,20.0,13.0,,,Kebbi State
9.18433,9.55856,,isda,isda,isda,6.92197,1.13107,0.0860726,0.3773358974358974,20.7898,9.41663,0.0882928,1.79997,61.0,16.0,19.0,,,Kebbi State
4.4303,10.91669,,isda,isda,isda,6.09229,1.0328,0.1011249999999999,0.450448717948718,8.6542,7.39656,0.0883257,1.37148,73.0,13.0,14.0,,,Kebbi State
6.54079,9.41056,,isda,isda,isda,6.59055,0.926045,0.0676066999999999,0.3414128205128205,13.9071,8.85337,0.0884181,1.31604,67.0,16.0,15.0,,,Kebbi State
4.77736,9.18393,,isda,isda,isda,5.74853,2.08318,0.1696129999999999,0.5810615384615385,16.8566,8.27708,0.0884328,1.59487,52.0,20.0,20.0,,,Kebbi State
11.04514,8.94585,,isda,isda,isda,6.43751,1.02135,0.0702444,0.4008589743589744,3.34361,6.4452,0.0886268,1.90963,60.0,25.0,20.0,,,Kebbi State
6.54596,9.37192,,isda,isda,isda,6.69646,0.991792,0.1028119999999999,0.2584153846153846,8.72486,7.66584,0.0886468,0.737179,65.0,17.0,13.0,,,Kebbi State
9.04883,9.86599,,isda,isda,isda,5.99738,1.05334,0.0900122,0.3698,4.42795,10.5656,0.0889015,2.22037,53.0,20.0,27.0,,,Kebbi State
8.55159,9.39095,,isda,isda,isda,5.72253,0.98795,0.0491431,0.2096676923076923,6.70971,9.52262,0.0889698,0.993851,57.0,19.0,21.0,,,Kebbi State
11.69433,9.00731,,isda,isda,isda,5.95701,0.8849819999999999,0.0628435,0.3419641025641026,13.0675,10.914,0.0890272,1.94243,66.0,16.0,15.0,,,Kebbi State
8.11406,8.06216,,isda,isda,isda,6.13966,1.89182,0.1230059999999999,0.3133923076923077,4.8934,7.61494,0.0890665,1.3918,59.0,20.0,19.0,,,Kebbi State
11.38138,9.09232,,isda,isda,isda,6.2992,0.831236,0.0579265999999999,0.2511020512820512,6.16276,6.41584,0.0890718,1.44031,58.0,21.0,18.0,,,Kebbi State
8.1882,8.06933,,isda,isda,isda,5.4359,0.862552,0.0584356,0.1990605128205128,4.8749,8.05122,0.0890748,0.897783,60.0,20.0,16.0,,,Kebbi State
8.57086,9.38252,,isda,isda,isda,6.21564,1.63166,0.155855,0.3047435897435897,8.25801,6.87468,0.0891257,2.11283,58.0,20.0,26.0,,,Kebbi State
4.48474,10.98119,,isda,isda,isda,5.95713,1.8216,0.193286,0.4930923076923077,11.5028,8.29226,0.0892196,2.04432,68.0,18.0,16.0,,,Kebbi State
7.77212,9.5029,,isda,isda,isda,5.65036,1.72549,0.1760729999999999,0.4834051282051282,10.2944,8.46486,0.0899893,1.0714,55.0,18.0,20.0,,,Kebbi State
8.43277,9.00276,,isda,isda,isda,5.52932,1.13579,0.110305,0.2315489743589743,3.90217,7.23019,0.0900761,1.7389,53.0,18.0,21.0,,,Kebbi State
9.74,10.18679,,isda,isda,isda,5.55166,0.464714,0.043445,0.3776897435897436,8.51904,4.53782,0.0901299,1.49304,63.0,17.0,19.0,,,Kebbi State
6.1541,9.14787,,isda,isda,isda,5.75809,0.677907,0.0827277999999999,0.1825443589743589,3.17389,8.82138,0.0901315,1.16278,55.0,23.0,23.0,,,Kebbi State
8.8003,9.25463,,isda,isda,isda,5.46162,1.45036,0.128406,0.3862897435897435,2.9429,19.4679,0.0902217,2.26394,52.0,22.0,29.0,,,Kebbi State
4.45236,11.00222,,isda,isda,isda,6.18604,1.40114,0.0785069,0.310574358974359,12.0908,5.90914,0.0902957,2.19994,73.0,13.0,12.0,,,Kebbi State
9.21463,9.57084,,isda,isda,isda,6.23763,1.35072,0.1422749999999999,0.3081205128205128,5.65,11.2539,0.0904907,1.34156,57.0,17.0,23.0,,,Kebbi State
10.01399,9.93026,,isda,isda,isda,6.62401,0.815166,0.106845,0.4439358974358974,10.7446,5.28065,0.0906442,1.34144,69.0,17.0,18.0,,,Kebbi State
7.11936,11.61313,,isda,isda,isda,6.07397,1.15162,0.0662227,0.2047879487179487,3.34635,6.42958,0.0907743,1.51015,56.0,27.0,20.0,,,Kebbi State
7.96123,11.50099,,isda,isda,isda,6.30037,0.541949,0.0439803,0.2320364102564102,3.56367,6.74045,0.0907858,1.34281,67.0,20.0,15.0,,,Kebbi State
10.04702,9.38566,,isda,isda,isda,6.93497,0.6593709999999999,0.0595606,0.4118179487179487,7.44342,10.4548,0.0908486,1.23579,60.0,17.0,20.0,,,Kebbi State
9.00974,9.90588,,isda,isda,isda,5.72725,0.8247220000000001,0.0839869,0.4712717948717948,4.28593,11.3102,0.0910696,0.831874,52.0,20.0,26.0,,,Kebbi State
11.38509,9.15128,,isda,isda,isda,6.15111,0.512499,0.0429911,0.2345410256410256,7.89066,5.45344,0.0911519,0.963312,55.0,21.0,22.0,,,Kebbi State
6.94982,11.09797,,isda,isda,isda,5.96638,1.29032,0.102631,0.2200366666666666,1.8278,14.2757,0.0912499,0.919437,58.0,21.0,19.0,,,Kebbi State
8.63875,9.6487,,isda,isda,isda,5.6577,1.30149,0.101469,0.3042794871794871,6.00923,13.1423,0.0915701,1.36242,48.0,22.0,27.0,,,Kebbi State
9.94937,8.58035,,isda,isda,isda,6.00824,0.790314,0.0593521,0.2373043589743589,13.8797,5.0399,0.0916455,1.14932,52.0,22.0,18.0,,,Kebbi State
10.02913,9.96252,,isda,isda,isda,6.18727,0.6880390000000001,0.0570348,0.2819564102564102,4.68425,5.48984,0.0918526,1.37556,69.0,15.0,18.0,,,Kebbi State
9.06565,8.51786,,isda,isda,isda,5.68135,1.00763,0.0823494999999999,0.279574358974359,2.88124,12.5886,0.0918716,0.947122,56.0,20.0,18.0,,,Kebbi State
4.51755,9.84041,,isda,isda,isda,5.8157,0.782708,0.0812154,0.4457615384615385,15.039,12.7377,0.0920467,1.18446,62.0,20.0,19.0,,,Kebbi State
9.12137,11.22145,,isda,isda,isda,6.25643,0.793717,0.0862695,0.0277107692307692,4.77874,6.00399,0.0921001,0.955666,63.0,19.0,20.0,,,Kebbi State
8.37845,10.09251,,isda,isda,isda,6.17679,1.63323,0.143376,0.9184615384615384,5.89118,8.08858,0.0923727,1.971,56.0,19.0,21.0,,,Kebbi State
8.96455,9.92256,,isda,isda,isda,5.3156,1.13631,0.104648,0.3325820512820512,5.33659,18.1026,0.0923839,1.42675,54.0,18.0,23.0,,,Kebbi State
9.04664,8.54986,,isda,isda,isda,5.45565,0.914825,0.0804669,0.2398994871794871,2.82002,8.19079,0.0924947,1.09524,64.0,21.0,18.0,,,Kebbi State
11.51747,9.37283,,isda,isda,isda,5.82107,1.40555,0.146584,0.4855102564102563,3.37101,20.7226,0.0931128,2.30174,42.0,22.0,32.0,,,Kebbi State
7.66989,9.92139,,isda,isda,isda,5.19708,1.21155,0.138852,0.1096589743589743,3.51782,8.86804,0.0932032,0.748084,56.0,19.0,23.0,,,Kebbi State
9.29002,10.28072,,isda,isda,isda,5.95287,1.4239000000000002,0.118544,0.3724410256410256,16.7426,11.4789,0.0932708,1.79849,54.0,21.0,23.0,,,Kebbi State
8.3988,9.03185,,isda,isda,isda,5.75769,0.636169,0.0619255,0.2959025641025641,4.87254,6.33921,0.0933201,1.44433,59.0,19.0,21.0,,,Kebbi State
9.16675,9.50229,,isda,isda,isda,5.24154,0.71585,0.116008,0.3555487179487179,2.5705,13.0572,0.0937665,0.733844,62.0,17.0,22.0,,,Kebbi State
9.70807,10.16594,,isda,isda,isda,6.2044,1.03946,0.0846288,0.4428794871794872,4.33054,7.63996,0.0938478,1.9697,58.0,21.0,22.0,,,Kebbi State
7.31349,10.52163,,isda,isda,isda,6.2099,0.6245809999999999,0.0622202,0.1794694871794871,3.36366,10.6725,0.0938659,1.23852,59.0,19.0,22.0,,,Kebbi State
7.83856,10.09485,,isda,isda,isda,6.15797,1.2204700000000002,0.163573,0.5541076923076923,14.3374,8.94097,0.0939568,1.18322,64.0,16.0,19.0,,,Kebbi State
8.31295,10.01067,,isda,isda,isda,5.77531,0.7622410000000001,0.0520743,0.2059602564102564,3.61327,8.20404,0.0940921,1.6732,59.0,16.0,22.0,,,Kebbi State
8.79476,9.30775,,isda,isda,isda,5.51123,1.86732,0.179874,0.2745897435897436,2.60606,8.3427,0.0941316,1.1137,49.0,20.0,28.0,,,Kebbi State
10.41184,10.68325,,isda,isda,isda,5.87434,0.8154899999999999,0.0872221,0.3307820512820513,7.17914,7.30838,0.0942973,1.39168,65.0,19.0,17.0,,,Kebbi State
8.35893,10.02919,,isda,isda,isda,5.8428,1.15909,0.107732,0.242816923076923,4.32694,7.63535,0.0943725,1.91739,57.0,17.0,23.0,,,Kebbi State
6.50214,8.53283,,isda,isda,isda,5.13351,1.32447,0.1229619999999999,0.3631846153846154,3.72559,15.7965,0.0945505,1.56725,61.0,21.0,19.0,,,Kebbi State
8.57456,9.38313,,isda,isda,isda,6.19154,0.881333,0.0825282,0.2485330769230769,5.48772,10.0971,0.0946126,2.3685,56.0,20.0,23.0,,,Kebbi State
4.51957,9.86628,,isda,isda,isda,6.4667,0.573006,0.0494385,0.4385230769230769,10.0699,9.6131,0.0946493,1.45826,68.0,18.0,14.0,,,Kebbi State
5.45221,9.97688,,isda,isda,isda,6.10831,1.01255,0.0893298,0.2130466666666666,4.44097,8.64101,0.0946909,1.31914,63.0,19.0,13.0,,,Kebbi State
6.36201,9.70728,,isda,isda,isda,6.06034,1.65501,0.126846,0.3215769230769231,3.44775,9.0973,0.0948313,1.89044,66.0,14.0,16.0,,,Kebbi State
11.38578,9.09218,,isda,isda,isda,6.00993,0.515682,0.0535881,0.1925792307692307,6.67246,4.48478,0.0948356,1.02085,62.0,19.0,15.0,,,Kebbi State
9.25755,10.24855,,isda,isda,isda,5.49588,1.26081,0.114708,0.450448717948718,9.70482,9.49201,0.0953753,2.02521,58.0,20.0,22.0,,,Kebbi State
8.32061,11.16593,,isda,isda,isda,6.30514,1.38026,0.0908491999999999,0.2115284615384615,3.7896,8.36182,0.0955456,2.51634,52.0,24.0,22.0,,,Kebbi State
10.04393,9.92855,,isda,isda,isda,6.01087,0.6008880000000001,0.0521456999999999,0.3135846153846154,9.00032,6.78507,0.0957015,1.36396,68.0,17.0,18.0,,,Kebbi State
8.38105,10.09426,,isda,isda,isda,6.15309,1.04525,0.0986044,0.4116923076923077,2.40968,11.0494,0.0958631,1.51974,58.0,21.0,21.0,,,Kebbi State
10.01102,9.37129,,isda,isda,isda,6.44095,0.539755,0.0472136,0.2484105128205128,17.1199,6.44065,0.0959459,1.39915,57.0,20.0,22.0,,,Kebbi State
6.56089,9.36544,,isda,isda,isda,6.04177,0.854072,0.107775,0.4885589743589744,8.57226,8.54506,0.0961916,1.20652,65.0,18.0,14.0,,,Kebbi State
9.41996,8.94427,,isda,isda,isda,5.93062,0.493825,0.0418748,0.242606923076923,6.11021,6.7096,0.0962181,1.18477,66.0,17.0,19.0,,,Kebbi State
6.5757,9.41371,,isda,isda,isda,6.33206,0.847247,0.0809648,0.0277189743589743,5.8491,10.8863,0.0964328,0.735818,69.0,16.0,14.0,,,Kebbi State
